Player Name,Position,Team,Season,Games Played,Points Per Team Points %,Player Age,Draft Eligibility,Vollman Modifier,Adjusted Point %
"Alexeyev, Alexander",D,Rebels,2017-18 Regular Season,45,0.2868217054263566,18.293435147860208,True,0.7916743152536507,0.22706937724329518
"Alexiuk, Lucas",D,Portland, 2007-08 Regular Season,18,0.15151515151515152,18.64232773454222,False,0.7356421658325196,0.11146093421704843
"Alexiuk, Lucas",D,Lethbridge, 2007-08 Regular Season,39,0.0661764705882353,18.996837640295904,False,0.6787078749684778,0.044914491725855155
"Alfaro, Matt",C,ICE,2016-17 Regular Season,41,0.38613861386138615,20.427656057867406,False,0.4489184371064949,0.1733447430411218
"Alfaro, Matt",C,ICE, 2015-16 Regular Season,65,0.35036496350364965,19.622475726514573,False,0.5782303983217596,0.2025916724047041
"Alfaro, Matt",C,Kootenay, 2013-14 Regular Season,62,0.07,17.609985779226335,False,0.9014362838562509,0.06310053986993756
"Alfaro, Matt",C,Hurricanes,2016-17 Regular Season,20,0.25609756097560976,20.602160749043502,False,0.4208929837036135,0.10778966655824249
"Alfaro, Matt",C,Kootenay, 2014-15 Regular Season,64,0.13488372093023254,18.39179051376862,False,0.77587844348876,0.1046533714473211
"Allan, Scott",D,Lethbridge, 2014-15 Regular Season,28,0.011627906976744186,18.99056349851905,False,0.6797155021378405,0.007903668629509773
"Allan, Scott",D,Medicine Hat, 2013-14 Regular Season,33,0.0,18.029651045718246,False,0.8340380420576499,0.0
"Allan, Scott",D,Seattle, 2014-15 Regular Season,22,0.05555555555555555,18.808576771984363,False,0.7089425704193113,0.039385698356628404
"Allan, Shane",C,ICE, 2015-16 Regular Season,66,0.040816326530612235,18.256574500672684,False,0.7975941351919671,0.032554862660896605
"Allbee, Bryan",D,ICE, 2015-16 Regular Season,40,0.12345679012345677,18.488353825275414,False,0.7603703756607687,0.0938728858840455
"Allbee, Bryan",D,Thunderbirds, 2015-16 Regular Season,25,0.10126582278481013,18.659402850719346,False,0.7328999021744731,0.07421771161260488
"Allbee, Bryan",D,Thunderbirds,2016-17 Regular Season,33,0.029126213592233014,19.444277437327248,False,0.6068490435652443,0.017675214861123622
"Allbee, Bryan",D,Kootenay, 2014-15 Regular Season,43,0.03355704697986577,17.445305507831357,False,0.9278839354422841,0.031137044813499465
"Alldridge, Steven",LW,Portland, 2013-14 Regular Season,22,0.0,17.579888175285028,False,0.9062699590492245,0.0
"Alldridge, Steven",LW,Lethbridge, 2013-14 Regular Season,15,0.0,17.706838780233305,False,0.8858816918945314,0.0
"Almeida, Justin",C,Warriors,2017-18 Regular Season,72,0.30153846153846153,19.115981233677193,True,0.6595734138714429,0.19888675249046583
"Almeida, Justin",C,Cougars,2016-17 Regular Season,37,0.10483870967741936,17.901907139897467,True,0.854553713332467,0.08959030865582315
"Almeida, Justin",C,Cougars, 2015-16 Regular Season,48,0.04166666666666666,17.119287643301718,True,0.9802424044857445,0.04084343352023934
"Almeida, Justin",C,Warriors,2016-17 Regular Season,33,0.1388888888888889,18.11858539553423,True,0.8197551854772032,0.11385488687183377
"Almond, Cody",C,Kelowna, 2008-09 Regular Season,70,0.2519083969465649,19.652450092897908,False,0.5734165150805963,0.1444484350966388
"Almond, Cody",C,Kelowna, 2007-08 Regular Season,67,0.2432432432432433,18.64736203515303,False,0.7348336571544234,0.17874332201053547
"Alos, Tyler",C,Seattle, 2010-11 Regular Season,66,0.10857142857142857,18.149535971580324,False,0.8147845229642003,0.08846231963611317
"Alos, Tyler",C,Seattle, 2011-12 Regular Season,47,0.12745098039215685,19.06764356233191,False,0.6673364438894955,0.08505268402513178
"Alos, Tyler",C,Seattle, 2009-10 Regular Season,61,0.11188811188811187,17.129939794142462,False,0.9785316690607209,0.1094860608739268
"Alzner, Karl",D,Calgary, 2007-08 Regular Season,60,0.17647058823529413,19.480831474209076,False,0.6009784652420227,0.10605502327800401
"Amson, Carter",LW,Lethbridge, 2014-15 Regular Season,40,0.008695652173913044,19.00512910135204,False,0.6773762663228626,0.005890228402807501
"Amson, Carter",LW,Lethbridge, 2013-14 Regular Season,29,0.03125,18.161305997663575,False,0.81289425677523,0.025402945524225937
"Andersen, Nik",LW,Chiefs, 2015-16 Regular Season,47,0.125,18.33193768725271,False,0.7854908074272147,0.09818635092840183
"Anderson, Baxter",LW,Tigers,2017-18 Regular Season,44,0.03205128205128205,18.00653019575602,True,0.8377512505615834,0.02685100162056357
"Anderson, Josh",D,Prince George, 2014-15 Regular Season,38,0.01834862385321101,16.36016964358981,True,1.1021567552394766,0.02022305972916471
"Anderson, Josh",D,Broncos,2017-18 Regular Season,28,0.060869565217391314,19.55360233928651,True,0.5892914643105867,0.03586991521890528
"Anderson, Josh",D,Cougars, 2015-16 Regular Season,39,0.04615384615384616,17.388147679369517,True,0.9370634826932558,0.043249083816611814
"Anderson, Josh",D,Cougars,2016-17 Regular Season,68,0.04621848739495799,18.557729493941654,True,0.7492286432729705,0.03462821460505326
"Anderson, Josh",D,Cougars,2017-18 Regular Season,25,0.08235294117647059,19.358434627970606,True,0.620635398747921,0.0511111504851229
"Anderson, Keith",RW,Royals, 2015-16 Regular Season,33,0.05263157894736842,18.806393246010124,False,0.709293244690774,0.037331223404777576
"Anderson-Dolan, Jaret",C,Chiefs,2016-17 Regular Season,72,0.3205128205128205,17.525099457774402,True,0.9150690270814312,0.29329135483379204
"Anderson-Dolan, Jaret",C,Chiefs,2017-18 Regular Season,70,0.3345588235294117,18.522350436209727,True,0.7549105199447181,0.2525619754226814
"Anderson-Dolan, Jaret",C,Chiefs, 2015-16 Regular Season,65,0.13402061855670105,16.52487808229501,True,1.0757045799834213,0.14416659319365444
"Andrlik, Tomas",D,Prince Albert, 2013-14 Regular Season,67,0.0821917808219178,18.44813117250075,False,0.7668301336963794,0.06302713427641474
"Andrlik, Tomas",D,Prince George, 2014-15 Regular Season,19,0.15517241379310345,19.429320024464232,False,0.6092512040710445,0.09453897994205863
"Andrlik, Tomas",D,Prince Albert, 2014-15 Regular Season,28,0.05128205128205128,19.16123058085572,False,0.6523063687145716,0.03345160865202931
"Andrusiak, Zack",LW,Thunderbirds,2017-18 Regular Season,71,0.30416666666666664,19.693946460303273,True,0.5667521984752946,0.1723871270362354
"Andrusiak, Zack",RW,Thunderbirds,2016-17 Regular Season,52,0.04838709677419355,18.698533030908056,True,0.7266155952361664,0.03515881912433063
"Anholt, Tak",RW,Wheat Kings,2016-17 Regular Season,15,0.040816326530612235,18.67744040293236,True,0.7300030712890635,0.02979604372608422
"Antilla, Joe",LW,Kootenay, 2009-10 Regular Season,67,0.1072961373390558,19.15968859338423,False,0.6525540119024926,0.0700165248822417
"Antilla, Joe",LW,Kootenay, 2010-11 Regular Season,70,0.1450381679389313,20.175690630903304,False,0.48938408467692973,0.0709793710600127
"Antilla, Joe",LW,Kootenay, 2011-12 Regular Season,62,0.19047619047619047,21.17346201997555,False,0.3291419995919269,0.06269371420798607
"Antilla, Joe",LW,Kootenay, 2007-08 Regular Season,56,0.016853932584269662,17.118945152650284,False,0.9802974084843648,0.01652186643512974
"Antilla, Joe",LW,Kootenay, 2008-09 Regular Season,69,0.13930348258706468,18.162872869271677,False,0.8126426171949688,0.113203946673926
"Appelt, Ryley",LW,Blazers,2017-18 Regular Season,58,0.04519774011299435,18.140285038979652,True,0.8162702227398682,0.03689356938937257
"Archer, Colin",D,Red Deer, 2009-10 Regular Season,67,0.07650273224043716,20.12351261431548,False,0.49776387414093426,0.038080296382366555
"Archer, Colin",D,Red Deer, 2010-11 Regular Season,67,0.11673151750972766,21.136600863917614,False,0.33506190125483126,0.039112284193170976
"Archer, Colin",D,Red Deer, 2008-09 Regular Season,63,0.11428571428571427,19.125883807477013,False,0.6579830605191916,0.07519806405933617
"Archer, Colin",D,Red Deer, 2007-08 Regular Season,47,0.047058823529411764,18.1262117641832,False,0.8185303906721781,0.0385190772081025
"Ariss, Ty",D,Moose Jaw, 2007-08 Regular Season,22,0.030303030303030307,18.113639719192296,False,0.8205494610977175,0.024865135184779324
"Armour, Garrett",LW,Wheat Kings,2016-17 Regular Season,41,0.03125,19.353801589593534,False,0.6213794647112785,0.019418108272227452
"Armour, Garrett",LW,Wheat Kings, 2015-16 Regular Season,56,0.02766798418972332,18.548248376539892,False,0.7507513107276935,0.020771775395627884
"Armour, Garrett",RW,Saskatoon, 2014-15 Regular Season,42,0.0594059405940594,17.427395377595495,False,0.9307603023581636,0.05529269122919784
"Armstrong, Brandon",D,Warriors,2016-17 Regular Season,34,0.016393442622950817,18.037352576167066,True,0.8328011762675693,0.013652478299468347
"Arnold, Brandan",RW,Broncos, 2015-16 Regular Season,42,0.029126213592233014,18.95714588434173,False,0.685082370974718,0.01995385546528305
"Arnold, Brandan",RW,Broncos,2016-17 Regular Season,37,0.06363636363636363,19.90009191145679,False,0.5336452390200397,0.033959242483093434
"Arnold, Eric",RW,Moose Jaw, 2011-12 Regular Season,59,0.12077294685990338,19.300380289646775,False,0.629958925482728,0.07608199583124735
"Aronson, Taylor",D,Portland, 2010-11 Regular Season,66,0.12546125461254612,19.22906362922412,False,0.6414123811466061,0.08047240206267384
"Aronson, Taylor",D,Portland, 2009-10 Regular Season,67,0.1111111111111111,18.208639347641512,False,0.8052925207687736,0.08947694675208595
"Aschim, Kyle",D,Prince Albert, 2007-08 Regular Season,28,0.013513513513513514,17.261414942492358,False,0.9574167602357275,0.012938064327509833
"Aschim, Kyle",D,Calgary, 2009-10 Regular Season,39,0.04794520547945205,19.267511059452595,False,0.6352377238519136,0.030456603198379416
"Aschim, Sean",C,Prince Albert, 2009-10 Regular Season,25,0.04878048780487805,17.032059223521244,False,0.9942512887024884,0.04850006286353602
"Aschim, Sean",C,Seattle, 2011-12 Regular Season,20,0.1875,19.024234949399354,False,0.6743078671264642,0.12643272508621203
"Aschim, Sean",C,Kelowna, 2009-10 Regular Season,20,0.0,17.19668959003605,False,0.9678116518402105,0.0
"Asham, Daniel",C,Brandon, 2011-12 Regular Season,53,0.06565656565656566,17.66452111490574,False,0.8926779089461383,0.05861016573888787
"Ashton, Carter",RW,Tri-City, 2010-11 Regular Season,33,0.3464566929133858,19.942047423683746,False,0.5269071837563906,0.18255052035654476
"Ashton, Carter",RW,Lethbridge, 2009-10 Regular Season,23,0.3428571428571429,18.681938247811306,False,0.7292807174015046,0.25003910310908734
"Ashton, Carter",RW,Regina, 2010-11 Regular Season,28,0.3023255813953488,19.690736190362337,False,0.5672677678278091,0.17149955771538414
"Ashton, Carter",RW,Lethbridge, 2007-08 Regular Season,39,0.06818181818181818,16.966118717371536,False,1.0048413339901314,0.06851190913569077
"Ashton, Carter",RW,Lethbridge, 2008-09 Regular Season,70,0.2314814814814815,17.96273939861279,False,0.8447840525827859,0.19555186402379304
"Ashton, Carter",RW,Regina, 2009-10 Regular Season,37,0.22123893805309736,18.956724337412698,False,0.6851500714115208,0.15158187420608868
"Ast, Anthony",C,Vancouver, 2013-14 Regular Season,21,0.09230769230769233,18.906256362183456,False,0.6932552282333373,0.06399279029846192
"Ast, Anthony",C,Vancouver, 2012-13 Regular Season,36,0.17708333333333334,17.949622445543973,False,0.846890635245638,0.14997021665808175
"Ast, Anthony",C,Medicine Hat, 2013-14 Regular Season,27,0.1650485436893204,19.083761232234032,False,0.6647479461032146,0.10971568042480243
"Ast, Anthony",C,Medicine Hat, 2014-15 Regular Season,18,0.07142857142857142,19.9246012648491,False,0.5297090368652344,0.03783635977608817
"Ast, Anthony",C,Vancouver, 2011-12 Regular Season,34,0.11214953271028036,17.06042741929238,False,0.989695356461644,0.11099387175270772
"Astles, Jessey",RW,Kelowna, 2011-12 Regular Season,36,0.052173913043478265,18.79254073775573,False,0.7115179575164299,0.03712267604433547
"Astles, Jessey",RW,Kelowna, 2009-10 Regular Season,52,0.013422818791946308,16.768590840422085,False,1.0365643110282132,0.013913614913130378
"Astles, Jessey",RW,Kelowna, 2010-11 Regular Season,57,0.032085561497326213,17.795702201126147,False,0.8716102264991408,0.027966103524036612
"Astles, Jessey",LW,Saskatoon, 2012-13 Regular Season,21,0.030769230769230767,19.768775111681798,False,0.5547347170639036,0.01706876052504319
"Astles, Jessey",LW,Tri-City, 2013-14 Regular Season,47,0.1504424778761062,20.78990975188045,False,0.3907404938479999,0.05878396810102654
"Asuchak, Spencer",LW,Prince George, 2010-11 Regular Season,58,0.13170731707317074,19.328321839207234,False,0.6254715126233181,0.08237917483331507
"Asuchak, Spencer",LW,Prince George, 2009-10 Regular Season,43,0.17,18.309210591969183,False,0.7891407789297493,0.1341539324180574
"Asuchak, Spencer",LW,Prince George, 2011-12 Regular Season,59,0.2127659574468085,20.322156966405927,False,0.4658615911952082,0.09911948748834218
"Asuchak, Spencer",LW,Tri-City, 2008-09 Regular Season,38,0.05,17.315107247855714,False,0.9487937759943725,0.04743968879971863
"Atkinson, Clinton",D,Moose Jaw, 2008-09 Regular Season,48,0.10084033613445377,18.049279714445134,False,0.8308856778601115,0.08378679104471712
"Atkinson, Clinton",D,Moose Jaw, 2009-10 Regular Season,36,0.04878048780487805,19.04266985074094,False,0.6713472219710055,0.03274864497419539
"Atkinson, Scott",C,Oil Kings,2017-18 Regular Season,48,0.07692307692307693,17.70137873635266,True,0.886758574941763,0.06821219807244332
"Atwal, Arjun",LW,Blades,2016-17 Regular Season,29,0.05128205128205128,17.463139945799355,True,0.9250197247046237,0.04743690895921147
"Atwal, Arjun",LW,Blades,2017-18 Regular Season,16,0.020408163265306117,18.148475960509415,True,0.8149547607421881,0.01663172981106506
"Atwal, Arvin",D,Hurricanes, 2015-16 Regular Season,71,0.16835016835016836,20.320260630824468,False,0.46616614268959067,0.0784791486009412
"Atwal, Arvin",D,Vancouver, 2014-15 Regular Season,57,0.1476510067114094,19.243477559067703,False,0.6390975040137272,0.09436338985437584
"Atwal, Arvin",D,Vancouver, 2013-14 Regular Season,51,0.10982658959537572,18.30752900192061,False,0.78941084229155,0.08669830059849393
"Atwal, Arvin",D,Vancouver, 2012-13 Regular Season,29,0.12345679012345677,17.30365467746168,False,0.9506330587996543,0.11736210602464867
"AuCoin, Parker",C,Americans, 2015-16 Regular Season,59,0.07065217391304347,17.643607016591154,True,0.896036713135461,0.06330694168891843
"AuCoin, Parker",LW,Americans,2017-18 Regular Season,60,0.18269230769230768,19.63923726878169,True,0.5755384946336606,0.10514645575038029
"AuCoin, Parker",LW,Americans,2016-17 Regular Season,72,0.16044776119402984,18.645272979764346,True,0.7351691594498462,0.11795624573262457
"Aulie, Keith",D,Brandon, 2007-08 Regular Season,71,0.06910569105691057,18.76800694356797,False,0.7154580848629846,0.049442225376710315
"Aulie, Keith",D,Brandon, 2008-09 Regular Season,58,0.14473684210526316,19.73781731415302,False,0.5597065393470251,0.08101015701075363
"Aviani, Mike",C,Spokane, 2013-14 Regular Season,67,0.3468468468468469,20.946787767387196,False,0.3655458845576165,0.1267884374366508
"Aviani, Mike",C,Spokane, 2012-13 Regular Season,63,0.2553191489361702,19.947957710892673,False,0.5259579916306367,0.1342871467993115
"Aviani, Mike",C,Spokane, 2010-11 Regular Season,55,0.04979253112033195,17.957821347973926,False,0.8455738915153876,0.04210326430782013
"Aviani, Mike",C,Spokane, 2011-12 Regular Season,61,0.18264840182648398,18.952280544072305,False,0.685863744621988,0.12527191682593386
"Azhgirei, Pavel",RW,Cougars,2017-18 Regular Season,15,0.024390243902439025,17.545527711633135,True,0.9117882495117189,0.022238737792968755
"Babenko, Egor",LW,Hurricanes, 2015-16 Regular Season,67,0.24642857142857144,19.12265024594869,False,0.6585023705006403,0.16227379844480067
"Babenko, Egor",LW,Hurricanes,2016-17 Regular Season,66,0.2099236641221374,20.121343204959715,False,0.4981122812834702,0.10456555523126282
"Babych, Cal",RW,Silvertips,2016-17 Regular Season,12,0.0975609756097561,20.174518407534247,False,0.4895723437499999,0.047763155487804874
"Babych, Cal",RW,Calgary, 2013-14 Regular Season,41,0.035502958579881665,17.13536170167426,False,0.9776609107111143,0.03470985481814608
"Babych, Cal",RW,Raiders, 2015-16 Regular Season,56,0.08433734939759037,19.165691815946406,False,0.6515898943590073,0.054953364584494596
"Babych, Cal",RW,Prince George, 2014-15 Regular Season,45,0.07462686567164177,17.962438295929704,False,0.8448324096736894,0.06304719475176786
"Backlund, Mikael",C,Kelowna, 2008-09 Regular Season,28,0.27522935779816515,19.996101741513158,False,0.5182260603129869,0.14263102577421657
"Baddock, Brandon",LW,Oil Kings, 2013-14 Regular Season,52,0.07174887892376683,18.89950758070055,False,0.694339082539492,0.04981805076516535
"Baddock, Brandon",LW,Oil Kings, 2012-13 Regular Season,56,0.04651162790697674,17.966510054023516,False,0.8441784853238237,0.03926411559645691
"Baddock, Brandon",C,Oil Kings, 2014-15 Regular Season,57,0.1896551724137931,19.826939969522464,False,0.5453934408946925,0.1034366870662348
"Baddock, Brandon",C,Oil Kings, 2015-16 Regular Season,68,0.1881720430107527,20.983691664629678,False,0.3596191186604738,0.06767026426406765
"Baecker, Austin",D,Seattle, 2010-11 Regular Season,17,0.0,18.73655959873983,False,0.7205085284423833,0.0
"Baer, Alec",C,Giants, 2015-16 Regular Season,68,0.20855614973262032,18.57098836986932,False,0.7470992677989874,0.15581214676021662
"Baer, Alec",RW,Hurricanes,2016-17 Regular Season,30,0.16,19.57065827642402,False,0.5865522808063028,0.09384836492900846
"Baer, Alec",RW,Giants,2016-17 Regular Season,39,0.15384615384615385,19.38272030596559,False,0.6167351188619263,0.0948823259787579
"Baer, Alec",RW,ICE,2017-18 Regular Season,71,0.28708133971291866,20.56451939226861,False,0.4269381856016614,0.12256598629712767
"Baer, Alec",C,Vancouver, 2014-15 Regular Season,63,0.16149068322981364,17.49552866355138,False,0.9198180966336484,0.14854205287251462
"Baer, Alec",C,Vancouver, 2013-14 Regular Season,53,0.10778443113772457,16.559914544741858,False,1.0700777241144577,0.11533771876682779
"Bafaro, Seth",D,Blades,2017-18 Regular Season,58,0.053475935828877004,17.840096296631934,True,0.8644805347609115,0.04622890560218778
"Bafaro, Seth",D,Americans,2016-17 Regular Season,28,0.00980392156862745,16.704892517320097,True,1.0467942617183925,0.010262688840376398
"Bailey, Andrew",RW,Kootenay, 2007-08 Regular Season,71,0.2909090909090909,19.89016369487505,False,0.5352397106030673,0.15570609762998322
"Bailey, Andrew",RW,Kootenay, 2008-09 Regular Season,70,0.2932692307692308,20.886150081538773,False,0.3752842969048733,0.11005933707306381
"Baillie, Tyson",C,Kelowna, 2012-13 Regular Season,65,0.1942446043165468,17.274789312207727,False,0.9552688364594393,0.18555581715399183
"Baillie, Tyson",C,Kelowna, 2014-15 Regular Season,57,0.26859504132231404,19.182575632127687,False,0.6488783534802938,0.1742855081661946
"Baillie, Tyson",C,Kelowna, 2011-12 Regular Season,54,0.12650602409638553,16.340492947202993,False,1.1053168326791996,0.13982923786905535
"Baillie, Tyson",C,Rockets, 2015-16 Regular Season,70,0.36538461538461536,20.349177395905517,False,0.46152211021757417,0.1686330787333444
"Baillie, Tyson",C,Kelowna, 2013-14 Regular Season,53,0.2368421052631579,18.244253439701442,False,0.7995728975839484,0.1893725283751457
"Bains, Akash",LW,Rebels,2016-17 Regular Season,64,0.1,18.093991846603085,True,0.8237049094355449,0.08237049094355449
"Bains, Akash",LW,Rebels,2017-18 Regular Season,18,0.07142857142857142,18.73339929450048,True,0.7210160733032231,0.05150114809308737
"Bains, Akash",LW,Silvertips,2017-18 Regular Season,15,0.047619047619047616,18.87549697666952,True,0.6981951855468753,0.03324738978794644
"Bains, Arshdeep",LW,Rebels,2017-18 Regular Season,38,0.06194690265486725,17.186241197680886,False,0.9694896636524497,0.060056881819178294
"Bajkov, Patrick",RW,Silvertips,2017-18 Regular Season,72,0.4098360655737705,20.310121075567103,False,0.46779455526392333,0.19171908002619809
"Bajkov, Patrick",RW,Silvertips, 2015-16 Regular Season,71,0.2598870056497175,18.316287002600934,False,0.7880043073822902,0.204792079884663
"Bajkov, Patrick",RW,Everett, 2014-15 Regular Season,59,0.18974358974358974,17.203677281750394,False,0.9666894285508869,0.18342312234042468
"Bajkov, Patrick",RW,Silvertips,2016-17 Regular Season,71,0.3468468468468469,19.31357908083466,False,0.6278391996179535,0.21776404671433527
"Bajkov, Patrick",RW,Everett, 2013-14 Regular Season,53,0.11949685534591195,16.30586310894951,False,1.1108783847027088,0.13274647364371991
"Baker, Daniel",D,Tigers,2017-18 Regular Season,11,0.027777777777777776,16.785600385273973,False,1.0338325781250002,0.028717571614583336
"Baker, Joey",RW,Portland, 2012-13 Regular Season,51,0.02575107296137339,19.735079028676463,False,0.5601463079945601,0.014424368446211849
"Baker, Joey",RW,Portland, 2011-12 Regular Season,52,0.036885245901639344,18.74455932431204,False,0.7192237725154866,0.02652874570753844
"Balcers, Rudolfs",RW,Blazers,2016-17 Regular Season,66,0.35648148148148145,19.94950976577317,False,0.5257087316168292,0.1874054274745178
"Baldwin, Corbin",D,Spokane, 2011-12 Regular Season,60,0.1267605633802817,21.118260116369427,False,0.3380074253110701,0.04284601165914973
"Baldwin, Corbin",D,Spokane, 2008-09 Regular Season,42,0.03225806451612903,18.082797202711557,False,0.8255027692445243,0.02662912158853304
"Baldwin, Corbin",D,Spokane, 2010-11 Regular Season,70,0.06,20.0926172210192,False,0.5027256743043167,0.030163540458259
"Baldwin, Corbin",D,Spokane, 2009-10 Regular Season,62,0.03448275862068965,19.11117967983267,False,0.6603445434188733,0.02277050149720252
"Ballhorn, Gordie",D,Rockets,2016-17 Regular Season,44,0.0449438202247191,19.548692353013895,False,0.5900800081059687,0.026520449802515448
"Ballhorn, Gordie",D,Rockets, 2015-16 Regular Season,59,0.04326923076923077,18.49547440197952,False,0.759226811042089,0.03285116009316731
"Ballhorn, Gordie",D,Rockets,2017-18 Regular Season,72,0.1510791366906475,20.546000614325145,False,0.42991230133938174,0.06495077933904328
"Balness, Devin",LW,Oil Kings, 2009-10 Regular Season,40,0.08,17.924628422121863,False,0.8509046754072291,0.06807237403257833
"Balson, Brock",RW,Kamloops, 2011-12 Regular Season,39,0.0392156862745098,19.16447223418731,False,0.6517857591895178,0.025560225850569322
"Balson, Brock",RW,Prince Albert, 2010-11 Regular Season,47,0.019867549668874173,18.197014504226,False,0.8071594706213046,0.016036280873270952
