Player Name,Position,Team,Season,Games Played,Goals Per Team Goals %,Assists Per Team Assists %,Points Per Team Points %,Total Points,Total Team Points,Player Age,Draft Eligibility
"Archer, Colin",D,Red Deer, 2009-10 Regular Season,67,0.01639344262295082,0.060109289617486336,0.07650273224043716,14.0,183.0,20.12351261431548,False
"Petrovic, Alex",D,Red Deer, 2009-10 Regular Season,55,0.055944055944055944,0.1258741258741259,0.18181818181818182,26.0,143.0,18.035841381438768,False
"Nugent-Hopkins, Ryan",C,Red Deer, 2009-10 Regular Season,65,0.13068181818181818,0.2159090909090909,0.3465909090909091,61.0,176.0,16.926252340334116,False
"Ferraro, Landon",C,Red Deer, 2009-10 Regular Season,51,0.12213740458015267,0.22137404580152673,0.3435114503816794,45.0,131.0,18.605704395135284,False
"Siwak, Daulton",RW,Red Deer, 2009-10 Regular Season,58,0.01282051282051282,0.019230769230769232,0.03205128205128205,5.0,156.0,16.38377639565323,False
"Persson, John",LW,Red Deer, 2009-10 Regular Season,59,0.0440251572327044,0.025157232704402517,0.06918238993710692,11.0,159.0,17.82455371260592,False
"Green, Nathan",C,Red Deer, 2009-10 Regular Season,25,0.11842105263157894,0.15789473684210525,0.27631578947368424,21.0,76.0,20.60228776588832,False
"Ferguson, Brett",LW,Red Deer, 2009-10 Regular Season,66,0.07692307692307693,0.1043956043956044,0.1813186813186813,33.0,182.0,20.03036192913242,False
"Coetzee, Willie",RW,Red Deer, 2009-10 Regular Season,69,0.13297872340425532,0.2712765957446808,0.40425531914893614,76.0,188.0,19.356389326644248,False
"Cowen, Josh",RW,Red Deer, 2009-10 Regular Season,65,0.0670391061452514,0.05027932960893855,0.11731843575418995,21.0,179.0,19.197485217047035,False
"Mappin, Cass",LW,Red Deer, 2009-10 Regular Season,4,0.13333333333333333,0.13333333333333333,0.26666666666666666,4.0,15.0,18.7763698630137,False
"Mappin, Cass",LW,Vancouver, 2009-10 Regular Season,17,0.03225806451612903,0.11290322580645161,0.14516129032258066,9.0,62.0,18.96324893481111,False
"Mappin, Cass",LW,Regina, 2009-10 Regular Season,30,0.04395604395604396,0.06593406593406594,0.10989010989010989,10.0,91.0,19.197823347840203,False
"Kambeitz, Adam",LW,Red Deer, 2009-10 Regular Season,68,0.0374331550802139,0.0481283422459893,0.0855614973262032,16.0,187.0,17.728992066370274,False
"Redmond, Connor",LW,Red Deer, 2009-10 Regular Season,11,0.0,0.0625,0.0625,2.0,32.0,17.530337649828766,False
"Redmond, Connor",LW,Vancouver, 2009-10 Regular Season,31,0.044642857142857144,0.008928571428571428,0.05357142857142857,6.0,112.0,17.863191700489452,False
"Weller, Justin",D,Red Deer, 2009-10 Regular Season,68,0.0106951871657754,0.0374331550802139,0.0481283422459893,9.0,187.0,18.641320833493563,False
"Deagle, Jordie",LW,Red Deer, 2009-10 Regular Season,65,0.022727272727272728,0.056818181818181816,0.07954545454545454,14.0,176.0,21.20570439502633,False
"Wilson, Ben",D,Calgary, 2009-10 Regular Season,60,0.017467248908296942,0.039301310043668124,0.056768558951965066,13.0,229.0,18.975156695450977,False
"Bonsor, Erik",D,Calgary, 2009-10 Regular Season,22,0.0,0.0375,0.0375,3.0,80.0,18.901413090588296,False
"Bonsor, Erik",D,Seattle, 2009-10 Regular Season,34,0.0,0.04054054054054054,0.04054054054054054,3.0,74.0,19.192952649317974,False
"Kerr, Ryan",D,Calgary, 2009-10 Regular Season,1,0.0,0.0,0.0,0.0,6.0,20.556164383561644,False
"MacKenzie, Matt",D,Calgary, 2009-10 Regular Season,61,0.026905829596412557,0.15246636771300448,0.17937219730941703,40.0,223.0,18.41899231176219,False
"Madaisky, Austin",D,Calgary, 2009-10 Regular Season,33,0.04504504504504504,0.0990990990990991,0.14414414414414414,16.0,111.0,17.947741970697365,False
"Madaisky, Austin",D,Kamloops, 2009-10 Regular Season,26,0.024390243902439025,0.08536585365853659,0.10975609756097561,9.0,82.0,18.12237216577138,False
"Gross, Cody",C,Calgary, 2009-10 Regular Season,14,0.019230769230769232,0.038461538461538464,0.057692307692307696,3.0,52.0,20.434461619755993,False
"Fisenko, Misha",C,Calgary, 2009-10 Regular Season,52,0.0582010582010582,0.15873015873015872,0.21693121693121692,41.0,189.0,19.78446623461332,False
"Schaber, Chase",C,Calgary, 2009-10 Regular Season,34,0.05785123966942149,0.1322314049586777,0.19008264462809918,23.0,121.0,19.020834288308205,False
"Schaber, Chase",C,Kamloops, 2009-10 Regular Season,28,0.11627906976744186,0.13953488372093023,0.2558139534883721,22.0,86.0,19.196344769654207,False
"Kozun, Brandon",RW,Calgary, 2009-10 Regular Season,59,0.12389380530973451,0.3008849557522124,0.4247787610619469,96.0,226.0,20.02447176395441,False
"Sylvester, Cody",C,Calgary, 2009-10 Regular Season,64,0.041666666666666664,0.0625,0.10416666666666667,25.0,240.0,17.923101900956624,False
"Foucault, Kris",LW,Calgary, 2009-10 Regular Season,62,0.08733624454148471,0.08733624454148471,0.17467248908296942,40.0,229.0,19.26008820080518,False
"Schultz, Ian",RW,Calgary, 2009-10 Regular Season,64,0.08196721311475409,0.12295081967213115,0.20491803278688525,50.0,244.0,20.112142996844298,False
"Royer, Mackenzie",LW,Calgary, 2009-10 Regular Season,40,0.031055900621118012,0.024844720496894408,0.055900621118012424,9.0,161.0,17.48371173762957,False
"Fiddler, Tyler",LW,Calgary, 2009-10 Regular Season,63,0.13043478260869565,0.11304347826086956,0.24347826086956523,56.0,230.0,19.713982946292255,False
"MacDonald, Jason",C,Calgary, 2009-10 Regular Season,4,0.0,0.058823529411764705,0.058823529411764705,1.0,17.0,20.718835616438355,False
"Burgart, Rigby",LW,Calgary, 2009-10 Regular Season,51,0.015463917525773196,0.015463917525773196,0.030927835051546393,6.0,194.0,19.811910121005404,False
"Stone, Michael",D,Calgary, 2009-10 Regular Season,63,0.08974358974358974,0.1623931623931624,0.25213675213675213,59.0,234.0,19.775143225632448,False
"Beach, Cody",RW,Calgary, 2009-10 Regular Season,46,0.011764705882352941,0.06470588235294118,0.07647058823529412,13.0,170.0,17.58332898352255,False
"Klassen, Woody",D,Saskatoon, 2009-10 Regular Season,1,0.0,0.0,0.0,0.0,5.0,18.673972602739727,False
"Zahn, Teigan",D,Saskatoon, 2009-10 Regular Season,37,0.0,0.024193548387096774,0.024193548387096774,3.0,124.0,20.03339500578518,False
"Siemens, Duncan",D,Saskatoon, 2009-10 Regular Season,50,0.011560693641618497,0.09248554913294797,0.10404624277456648,18.0,173.0,16.515770512224663,False
"Elliott, Stefan",D,Saskatoon, 2009-10 Regular Season,63,0.10550458715596331,0.1559633027522936,0.26146788990825687,57.0,218.0,19.12125813839326,False
"Hamilton, Curtis",LW,Saskatoon, 2009-10 Regular Season,21,0.05405405405405406,0.08108108108108109,0.13513513513513514,10.0,74.0,18.046332014423527,False
"Langkow, Chris",C,Saskatoon, 2009-10 Regular Season,1,0.0,0.0,0.0,0.0,5.0,20.087671232876712,False
"Langkow, Chris",C,Everett, 2009-10 Regular Season,65,0.09803921568627451,0.17647058823529413,0.27450980392156865,56.0,204.0,20.568692522783245,False
"Hulak, Derek",LW,Saskatoon, 2009-10 Regular Season,63,0.13302752293577982,0.21100917431192662,0.3440366972477064,75.0,218.0,20.53221704250285,False
"Nicholls, Josh",C,Saskatoon, 2009-10 Regular Season,62,0.07476635514018691,0.11682242990654206,0.19158878504672897,41.0,214.0,17.880162247908373,False
"Wintoneak, Walker",RW,Saskatoon, 2009-10 Regular Season,61,0.09302325581395349,0.20930232558139536,0.3023255813953488,65.0,215.0,20.806189645242576,False
"Gallimore, Burke",RW,Saskatoon, 2009-10 Regular Season,33,0.08849557522123894,0.08849557522123894,0.17699115044247787,20.0,113.0,19.00414548185016,False
"Gallimore, Burke",RW,Seattle, 2009-10 Regular Season,28,0.1111111111111111,0.07936507936507936,0.19047619047619047,12.0,63.0,19.18473517559979,False
"Dziurzynski, Darian",LW,Saskatoon, 2009-10 Regular Season,62,0.06074766355140187,0.07009345794392523,0.1308411214953271,28.0,214.0,18.95484504390981,False
"Benson, Brent",C,Saskatoon, 2009-10 Regular Season,55,0.03723404255319149,0.0425531914893617,0.0797872340425532,15.0,188.0,16.918518412121948,False
"Crooks, Jamie",LW,Saskatoon, 2009-10 Regular Season,6,0.0,0.0,0.0,0.0,15.0,17.741695205479452,False
"Crooks, Jamie",LW,Chilliwack, 2009-10 Regular Season,60,0.11602209944751381,0.06629834254143646,0.18232044198895028,33.0,181.0,18.18512750503134,False
"Patterson, Gaelan",C,Saskatoon, 2009-10 Regular Season,63,0.11009174311926606,0.13302752293577982,0.24311926605504589,53.0,218.0,19.56235402880422,False
"Toomey, Travis",C,Saskatoon, 2009-10 Regular Season,60,0.04807692307692308,0.07211538461538461,0.1201923076923077,25.0,208.0,19.992449077545643,False
"Inglis, Charles",C,Saskatoon, 2009-10 Regular Season,56,0.08542713567839195,0.08542713567839195,0.1708542713567839,34.0,199.0,17.852764987708326,False
"Thrower, Dalton",D,Saskatoon, 2009-10 Regular Season,47,0.0,0.041916167664670656,0.041916167664670656,7.0,167.0,16.23084717924405,False
"Wall, Brendon",D,Saskatoon, 2009-10 Regular Season,5,0.07692307692307693,0.07692307692307693,0.15384615384615385,2.0,13.0,19.60667808219178,False
"Wall, Brendon",D,Prince Albert, 2009-10 Regular Season,59,0.01092896174863388,0.0546448087431694,0.06557377049180328,12.0,183.0,20.04611990487406,False
"Slobozian, Justin",D,Regina, 2009-10 Regular Season,4,0.0,0.0,0.0,0.0,9.0,17.692808219178083,False
"Davidson, Brandon",D,Regina, 2009-10 Regular Season,57,0.005050505050505051,0.15656565656565657,0.16161616161616163,32.0,198.0,18.56787415493774,False
"Pym, Alex",D,Regina, 2009-10 Regular Season,29,0.0,0.009900990099009901,0.009900990099009901,1.0,101.0,18.758116017128913,False
"Bell, Myles",D,Regina, 2009-10 Regular Season,59,0.0213903743315508,0.0748663101604278,0.0962566844919786,18.0,187.0,16.569994885210733,False
"Mitchell, Garrett",RW,Regina, 2009-10 Regular Season,56,0.0755813953488372,0.09302325581395349,0.1686046511627907,29.0,172.0,18.534984500242636,False
"Czibere, Mitch",LW,Regina, 2009-10 Regular Season,2,0.0,0.0,0.0,0.0,1.0,20.604109589041094,False
"Weal, Jordan",C,Regina, 2009-10 Regular Season,70,0.14347826086956522,0.2826086956521739,0.4260869565217391,98.0,230.0,17.915819360487127,False
"Favreau, Dominick",C,Regina, 2009-10 Regular Season,55,0.0106951871657754,0.0053475935828877,0.016042780748663103,3.0,187.0,18.137734684762602,False
"Hricina, Tomas",LW,Regina, 2009-10 Regular Season,51,0.04294478527607362,0.06748466257668712,0.11042944785276074,18.0,163.0,19.755672770058574,False
"Gardiner, Jason",C,Regina, 2009-10 Regular Season,24,0.02564102564102564,0.038461538461538464,0.0641025641025641,5.0,78.0,18.166755801357635,False
"Leffler, Brett",RW,Regina, 2009-10 Regular Season,69,0.07456140350877193,0.10964912280701754,0.18421052631578946,42.0,228.0,20.825408401583015,False
"Sparrow, Travis",D,Regina, 2009-10 Regular Season,38,0.0,0.008333333333333333,0.008333333333333333,1.0,120.0,19.063942475617868,False
"Rieder, Andrew",RW,Regina, 2009-10 Regular Season,59,0.010752688172043012,0.03763440860215054,0.04838709677419355,9.0,186.0,17.603490588856495,False
"Strueby, Matt",C,Regina, 2009-10 Regular Season,67,0.16143497757847533,0.08968609865470852,0.25112107623318386,56.0,223.0,20.485682374185757,False
"Borstmayer, Tyler",D,Regina, 2009-10 Regular Season,38,0.0,0.0,0.0,0.0,117.0,17.050320925583726,False
"Hood, Graham",LW,Regina, 2009-10 Regular Season,20,0.06329113924050633,0.0379746835443038,0.10126582278481013,8.0,79.0,17.85411297001251,False
"Hood, Graham",LW,Lethbridge, 2009-10 Regular Season,38,0.09302325581395349,0.10465116279069768,0.19767441860465115,17.0,86.0,18.131911757645497,False
"Metz, Brayden",C,Regina, 2009-10 Regular Season,14,0.02127659574468085,0.0851063829787234,0.10638297872340426,5.0,47.0,19.504553389875856,False
"Poletin, Michal",RW,Regina, 2009-10 Regular Season,8,0.03333333333333333,0.03333333333333333,0.06666666666666667,2.0,30.0,18.348437500000003,False
"Doyle, Eric",D,Swift Current, 2009-10 Regular Season,19,0.04225352112676056,0.14084507042253522,0.18309859154929578,13.0,71.0,20.632849486886634,False
"Doyle, Eric",D,Portland, 2009-10 Regular Season,33,0.02459016393442623,0.13114754098360656,0.1557377049180328,19.0,122.0,20.893863878244765,False
"Rogers, Joel",D,Swift Current, 2009-10 Regular Season,58,0.0053475935828877,0.03208556149732621,0.0374331550802139,7.0,187.0,18.779700779174927,False
"Evans, Jordan",D,Swift Current, 2009-10 Regular Season,64,0.0049261083743842365,0.08374384236453201,0.08866995073891626,18.0,203.0,17.785852096021436,False
"Scarlett, Reece",D,Swift Current, 2009-10 Regular Season,62,0.005154639175257732,0.04639175257731959,0.05154639175257732,10.0,194.0,16.952174216278905,False
"Dowling, Justin",C,Swift Current, 2009-10 Regular Season,69,0.14418604651162792,0.2,0.34418604651162793,74.0,215.0,19.451607421084347,False
"Brown, Mike",LW,Swift Current, 2009-10 Regular Season,35,0.043859649122807015,0.017543859649122806,0.06140350877192982,7.0,114.0,19.587902213687123,False
"Brown, Mike",LW,Tri-City, 2009-10 Regular Season,22,0.0,0.0,0.0,0.0,72.0,19.75517704584827,False
"Stickland, Michael",RW,Swift Current, 2009-10 Regular Season,66,0.10426540284360189,0.15165876777251186,0.2559241706161137,54.0,211.0,20.77489509223856,False
"Peddle, Jordan",C,Swift Current, 2009-10 Regular Season,66,0.009900990099009901,0.04455445544554455,0.054455445544554455,11.0,202.0,19.026949886837755,False
"Lowry, Adam",LW,Swift Current, 2009-10 Regular Season,59,0.0797872340425532,0.09574468085106383,0.17553191489361702,33.0,188.0,16.922670350366033,False
"Wudrick, Geordie",LW,Swift Current, 2009-10 Regular Season,22,0.10666666666666667,0.08,0.18666666666666668,14.0,75.0,19.599044113943023,False
"Wudrick, Geordie",LW,Kelowna, 2009-10 Regular Season,35,0.17647058823529413,0.13725490196078433,0.3137254901960784,32.0,102.0,19.934692225073885,False
"Vause, Taylor",C,Swift Current, 2009-10 Regular Season,62,0.07179487179487179,0.07692307692307693,0.14871794871794872,29.0,195.0,18.4598265947007,False
"Hoban, Brad",RW,Swift Current, 2009-10 Regular Season,69,0.06511627906976744,0.15813953488372093,0.22325581395348837,48.0,215.0,19.155717010125443,False
"Eakin, Cody",C,Swift Current, 2009-10 Regular Season,67,0.20853080568720378,0.18009478672985782,0.3886255924170616,82.0,211.0,18.807771804645782,False
"Blanke, Andy",C,Swift Current, 2009-10 Regular Season,65,0.00510204081632653,0.01020408163265306,0.015306122448979591,3.0,196.0,17.887223859440514,False
"Claffey, Derek",D,Swift Current, 2009-10 Regular Season,61,0.031088082901554404,0.11398963730569948,0.14507772020725387,28.0,193.0,20.796810146231742,False
"Muench, Dane",LW,Swift Current, 2009-10 Regular Season,6,0.0,0.17391304347826086,0.17391304347826086,4.0,23.0,17.76292808219178,False
"Luhning, Brody",D,Swift Current, 2009-10 Regular Season,28,0.0,0.01282051282051282,0.01282051282051282,1.0,78.0,17.915752757840778,False
"Wagner, Dillon",C,Swift Current, 2009-10 Regular Season,64,0.07462686567164178,0.0845771144278607,0.15920398009950248,32.0,201.0,18.8760950089457,False
"McFaull, Kendall",D,Moose Jaw, 2009-10 Regular Season,58,0.020833333333333332,0.026041666666666668,0.046875,9.0,192.0,17.92746216471639,False
"Hamonic, Travis",D,Moose Jaw, 2009-10 Regular Season,29,0.07627118644067797,0.2457627118644068,0.3220338983050847,38.0,118.0,19.324050413898817,False
"Hamonic, Travis",D,Brandon, 2009-10 Regular Season,10,0.02,0.08,0.1,5.0,50.0,19.581779751712325,False
"Stanton, Ryan",D,Moose Jaw, 2009-10 Regular Season,55,0.05172413793103448,0.16666666666666666,0.21839080459770116,38.0,174.0,20.65397087535643,False
"Suer, Chad",D,Moose Jaw, 2009-10 Regular Season,60,0.024390243902439025,0.07317073170731707,0.0975609756097561,20.0,205.0,19.722464027289305,False
"McIlrath, Dylan",D,Moose Jaw, 2009-10 Regular Season,62,0.03317535545023697,0.08056872037914692,0.11374407582938388,24.0,211.0,17.875013256819337,False
"Smith, Kevin",D,Moose Jaw, 2009-10 Regular Season,66,0.03167420814479638,0.06787330316742081,0.09954751131221719,22.0,221.0,19.075888684818807,False
"Paradis, Jesse",LW,Moose Jaw, 2009-10 Regular Season,61,0.05188679245283019,0.03773584905660377,0.08962264150943396,19.0,212.0,19.186023944498807,False
"Scott, Corey",LW,Moose Jaw, 2009-10 Regular Season,23,0.0,0.03614457831325301,0.03614457831325301,3.0,83.0,18.81510668127504,False
"Frazee, Thomas",C,Moose Jaw, 2009-10 Regular Season,67,0.08370044052863436,0.14977973568281938,0.23348017621145375,53.0,227.0,19.958080465642,False
"MacKay, Matt",C,Moose Jaw, 2009-10 Regular Season,2,0.0,0.0,0.0,0.0,12.0,18.823287671232876,False
"MacKay, Matt",C,Medicine Hat, 2009-10 Regular Season,62,0.08583690987124463,0.11587982832618025,0.2017167381974249,47.0,233.0,19.298358746688915,False
"MacMaster, Nathan",LW,Moose Jaw, 2009-10 Regular Season,56,0.010526315789473684,0.03684210526315789,0.04736842105263158,9.0,190.0,17.706025666336608,False
"Rowinski, Brendan",C,Moose Jaw, 2009-10 Regular Season,65,0.13392857142857142,0.125,0.25892857142857145,58.0,224.0,20.169267012834972,False
"Bast, Jason",C,Moose Jaw, 2009-10 Regular Season,58,0.15763546798029557,0.1477832512315271,0.3054187192118227,62.0,203.0,20.78547772591807,False
"Howden, Quinton",LW,Moose Jaw, 2009-10 Regular Season,62,0.12962962962962962,0.16666666666666666,0.2962962962962963,64.0,216.0,18.12158859926596,False
"Reinbolt, Riley",RW,Moose Jaw, 2009-10 Regular Season,48,0.0,0.017857142857142856,0.017857142857142856,3.0,168.0,19.017517864704494,False
"Edwards, Spencer",RW,Moose Jaw, 2009-10 Regular Season,68,0.07758620689655173,0.09051724137931035,0.16810344827586207,39.0,232.0,19.3279434793441,False
"Hood, Dylan",RW,Moose Jaw, 2009-10 Regular Season,63,0.10328638497652583,0.11267605633802817,0.215962441314554,46.0,213.0,19.788217451946835,False
"Honejsek, Antonin",LW,Moose Jaw, 2009-10 Regular Season,65,0.06880733944954129,0.10550458715596331,0.1743119266055046,38.0,218.0,18.231229424441622,False
"Van de Mosselaer, Adrian",D,Oil Kings, 2009-10 Regular Season,45,0.03,0.06,0.09,9.0,100.0,19.47358251788855,False
"Pysyk, Mark",D,Oil Kings, 2009-10 Regular Season,43,0.04807692307692308,0.14423076923076922,0.19230769230769232,20.0,104.0,18.088252330048135,False
"Lowe, Keegan",D,Oil Kings, 2009-10 Regular Season,65,0.013333333333333334,0.06666666666666667,0.08,12.0,150.0,16.962688815621924,False
"Hlookoff, Tyler",D,Oil Kings, 2009-10 Regular Season,64,0.02702702702702703,0.11486486486486487,0.14189189189189189,21.0,148.0,19.932551820913552,False
"Laroque, Braeden",D,Oil Kings, 2009-10 Regular Season,59,0.0,0.013888888888888888,0.013888888888888888,2.0,144.0,17.94077092852121,False
"Nichol, Drew",D,Oil Kings, 2009-10 Regular Season,61,0.02054794520547945,0.0684931506849315,0.08904109589041095,13.0,146.0,20.87775651724918,False
"Raedeke, Brent",C,Oil Kings, 2009-10 Regular Season,35,0.15476190476190477,0.16666666666666666,0.32142857142857145,27.0,84.0,19.583857906914048,False
"Raedeke, Brent",C,Brandon, 2009-10 Regular Season,32,0.046052631578947366,0.11842105263157894,0.16447368421052633,25.0,152.0,19.79820768097671,False
"Wruck, Dylan",C,Oil Kings, 2009-10 Regular Season,49,0.04854368932038835,0.05825242718446602,0.10679611650485436,11.0,103.0,17.410569203122055,False
"Foster, T.J.",C,Oil Kings, 2009-10 Regular Season,63,0.05442176870748299,0.17687074829931973,0.23129251700680273,34.0,147.0,17.798305265150063,False
"Burns, Michael",RW,Oil Kings, 2009-10 Regular Season,52,0.06557377049180328,0.08196721311475409,0.14754098360655737,18.0,122.0,18.869538123812244,False
"St. Croix, Michael",C,Oil Kings, 2009-10 Regular Season,62,0.12244897959183673,0.16326530612244897,0.2857142857142857,42.0,147.0,16.929812114431172,False
"Rachinski, Rhett",LW,Oil Kings, 2009-10 Regular Season,33,0.08108108108108109,0.013513513513513514,0.0945945945945946,7.0,74.0,18.45833705376119,False
"Ewanyk, Travis",LW,Oil Kings, 2009-10 Regular Season,39,0.010526315789473684,0.042105263157894736,0.05263157894736842,5.0,95.0,16.962345569564725,False
"Vincour, Tomas",RW,Oil Kings, 2009-10 Regular Season,30,0.21621621621621623,0.12162162162162163,0.33783783783783783,25.0,74.0,19.114874254126256,False
"Vincour, Tomas",RW,Vancouver, 2009-10 Regular Season,23,0.12345679012345678,0.12345679012345678,0.24691358024691357,20.0,81.0,19.314137889261115,False
"Cumiskey, Clayton",C,Oil Kings, 2009-10 Regular Season,19,0.021739130434782608,0.17391304347826086,0.1956521739130435,9.0,46.0,19.75946778597897,False
"Cumiskey, Clayton",C,Everett, 2009-10 Regular Season,36,0.058333333333333334,0.13333333333333333,0.19166666666666668,23.0,120.0,19.993350057030092,False
"Soudek, Robin",RW,Oil Kings, 2009-10 Regular Season,57,0.07092198581560284,0.0851063829787234,0.15602836879432624,22.0,141.0,18.62570252535592,False
"Proulx, Logan",LW,Oil Kings, 2009-10 Regular Season,60,0.03676470588235294,0.04411764705882353,0.08088235294117647,11.0,136.0,18.922222436207868,False
"Breitkreuz, Brett",LW,Oil Kings, 2009-10 Regular Season,35,0.1,0.1125,0.2125,17.0,80.0,20.767827901027918,False
"Breitkreuz, Brett",LW,Vancouver, 2009-10 Regular Season,24,0.06976744186046512,0.09302325581395349,0.16279069767441862,14.0,86.0,20.94200045147987,False
"Rissling, Jaynen",D,Calgary, 2009-10 Regular Season,33,0.0,0.06201550387596899,0.06201550387596899,8.0,129.0,16.477770919599635,False
"Hilton, Jessi",RW,Calgary, 2009-10 Regular Season,9,0.0,0.06060606060606061,0.06060606060606061,2.0,33.0,18.13693279109589,False
"Aschim, Kyle",D,Calgary, 2009-10 Regular Season,39,0.0136986301369863,0.03424657534246575,0.04794520547945205,7.0,146.0,19.267511059452595,False
"Kulchar, Curtis",D,Kamloops, 2009-10 Regular Season,25,0.0,0.05970149253731343,0.05970149253731343,4.0,67.0,19.697961991453823,False
"Kulchar, Curtis",D,Everett, 2009-10 Regular Season,32,0.01,0.04,0.05,5.0,100.0,19.97638172292444,False
"Berg, Carter",D,Chilliwack, 2009-10 Regular Season,1,0.0,0.0,0.0,0.0,2.0,17.052054794520547,False
"Berg, Carter",D,Calgary, 2009-10 Regular Season,1,0.0,0.0,0.0,0.0,2.0,17.24109589041096,False
"Stahl, Tyler",D,Chilliwack, 2009-10 Regular Season,54,0.0,0.03067484662576687,0.03067484662576687,5.0,163.0,18.12753266157644,False
"Belohrad, Travis",C,Chilliwack, 2009-10 Regular Season,45,0.014492753623188406,0.021739130434782608,0.036231884057971016,5.0,138.0,19.16884524760961,False
"Traber, Tim",RW,Chilliwack, 2009-10 Regular Season,45,0.027972027972027972,0.02097902097902098,0.04895104895104895,7.0,143.0,17.133072703678938,False
"Coyle, Jace",D,Medicine Hat, 2009-10 Regular Season,62,0.0425531914893617,0.14468085106382977,0.18723404255319148,44.0,235.0,19.810687512073066,False
"Carr, Thomas",D,Medicine Hat, 2009-10 Regular Season,65,0.004098360655737705,0.05327868852459016,0.05737704918032787,14.0,244.0,20.16411217134645,False
"Konan, Matthew",D,Medicine Hat, 2009-10 Regular Season,61,0.02127659574468085,0.06382978723404255,0.0851063829787234,20.0,235.0,18.531235459017616,False
"Carlson, Cody",D,Medicine Hat, 2009-10 Regular Season,6,0.043478260869565216,0.08695652173913043,0.13043478260869565,3.0,23.0,18.395890410958906,False
"Carlson, Cody",D,Regina, 2009-10 Regular Season,55,0.02197802197802198,0.11538461538461539,0.13736263736263737,25.0,182.0,18.826159268915713,False
"Koper, Josh",RW,Medicine Hat, 2009-10 Regular Season,6,0.03333333333333333,0.06666666666666667,0.1,3.0,30.0,19.32123287671233,False
"Koper, Josh",RW,Oil Kings, 2009-10 Regular Season,11,0.034482758620689655,0.06896551724137931,0.10344827586206896,3.0,29.0,19.418447666952055,False
"Okal, Zdenek",LW,Medicine Hat, 2009-10 Regular Season,42,0.05625,0.06875,0.125,20.0,160.0,19.68739950273641,False
"Stampohar, John",RW,Medicine Hat, 2009-10 Regular Season,6,0.0,0.045454545454545456,0.045454545454545456,1.0,22.0,19.613698630136987,False
"Stampohar, John",RW,Kamloops, 2009-10 Regular Season,10,0.0,0.12,0.12,3.0,25.0,19.71518086472603,False
"Vey, Linden",RW,Medicine Hat, 2009-10 Regular Season,66,0.0846774193548387,0.18951612903225806,0.27419354838709675,68.0,248.0,18.66274230833275,False
"Frazer, Joey",RW,Medicine Hat, 2009-10 Regular Season,64,0.06666666666666667,0.05,0.11666666666666667,28.0,240.0,19.827125869976584,False
"Valk, Curtis",C,Medicine Hat, 2009-10 Regular Season,4,0.0,0.0,0.0,0.0,16.0,16.76472602739726,False
"King, Tristan",C,Medicine Hat, 2009-10 Regular Season,64,0.07142857142857142,0.1722689075630252,0.24369747899159663,58.0,238.0,19.35315326723686,False
"Gal, Taylor",LW,Medicine Hat, 2009-10 Regular Season,66,0.07258064516129033,0.14112903225806453,0.21370967741935484,53.0,248.0,20.112057376825902,False
"Isherwood, Mark",D,Medicine Hat, 2009-10 Regular Season,63,0.06751054852320675,0.10970464135021098,0.17721518987341772,42.0,237.0,21.115895575464183,False
"Etem, Emerson",C,Medicine Hat, 2009-10 Regular Season,66,0.13709677419354838,0.11290322580645161,0.25,62.0,248.0,17.74493408915467,False
"Cameron, Bretton",RW,Medicine Hat, 2009-10 Regular Season,62,0.14937759336099585,0.11203319502074689,0.26141078838174275,63.0,241.0,21.133874792913055,False
"Sohn, Tanner",D,Medicine Hat, 2009-10 Regular Season,25,0.0,0.0297029702970297,0.0297029702970297,3.0,101.0,18.968971803743543,False
"Kessy, Kale",C,Medicine Hat, 2009-10 Regular Season,64,0.044534412955465584,0.06477732793522267,0.10931174089068826,27.0,247.0,17.276440938469737,False
"Hamilton, Wacey",C,Medicine Hat, 2009-10 Regular Season,62,0.10256410256410256,0.1752136752136752,0.2777777777777778,65.0,234.0,19.512057376764105,False
"Jackson, Reid",D,Lethbridge, 2009-10 Regular Season,46,0.04040404040404041,0.030303030303030304,0.0707070707070707,7.0,99.0,17.14125467917451,False
"Cox, Connor",D,Moose Jaw, 2009-10 Regular Season,41,0.006944444444444444,0.09027777777777778,0.09722222222222222,14.0,144.0,17.656468985661455,False
"Smuk, Cody",LW,Moose Jaw, 2009-10 Regular Season,65,0.01834862385321101,0.06880733944954129,0.0871559633027523,19.0,218.0,20.845751698522058,False
"Atkinson, Clinton",D,Moose Jaw, 2009-10 Regular Season,36,0.008130081300813009,0.04065040650406504,0.04878048780487805,6.0,123.0,19.04266985074094,False
"Kornelsen, Joe",C,Moose Jaw, 2009-10 Regular Season,38,0.014814814814814815,0.022222222222222223,0.037037037037037035,5.0,135.0,17.175208568289875,False
"Balson, Brock",RW,Prince Albert, 2009-10 Regular Season,2,0.0,0.0,0.0,0.0,5.0,16.730136986301368,False
"Button, Ryan",D,Prince Albert, 2009-10 Regular Season,63,0.030612244897959183,0.11734693877551021,0.14795918367346939,29.0,196.0,18.969407575955003,False
"Gibb, Daniel",D,Prince George, 2009-10 Regular Season,66,0.006329113924050633,0.0189873417721519,0.02531645569620253,4.0,158.0,17.63467015961259,False
"Miller, Tyler",D,Prince George, 2009-10 Regular Season,2,0.0,0.0,0.0,0.0,3.0,18.676712328767124,False
