Player Name,Games Played,Points Per Team Points %,Player Age,Draft Eligibility,Vollman Modifier,Adjusted Point %,"('Position', 'first')","('Adjusted Point %', 'std')","('Season', 'count')"
"Lafrenière, Alexis",57.0,0.3880597014925373,16.22172763633261,False,1.124390541604983,0.4363306579362621,LW,,1
"Hischier, Nico",57.0,0.4236453201970443,17.851755083415913,False,0.8626081336034046,0.36543989896498913,C,,1
"Voracek, Jakub",38.0,0.4037081339712919,17.801715637641074,False,0.870644468594844,0.3489582971424427,RW,0.009760209457966594,2
"Zadina, Filip",55.0,0.3744292237442922,17.991360617720705,False,0.8401874847940549,0.3145907477311073,RW,,1
"Sheppard, James",59.0,0.3840245775729646,18.14214953847223,False,0.8159707841213604,0.31356535868811075,LW,0.041114296966241054,2
"Brassard, Derick",36.0,0.43197711379529563,18.843299461843614,False,0.7033661064279155,0.3085304946006902,C,0.10763779153976417,2
"Latendresse, Guillaume",51.0,0.40487804878048783,18.49314484148829,False,0.7596009384569804,0.3075457458142897,RW,,1
"Bouchard, François",55.0,0.4073636472132713,18.610500697418193,False,0.740753587994638,0.30378784999691827,RW,0.07288324606572018,3
"Giroux, Claude",51.333333333333336,0.43977621554871665,18.930526969423145,False,0.6893573687106435,0.29727728705497425,RW,0.04313526908146292,3
"Pelletier, Jakob",59.0,0.2843601895734597,16.760302117821528,False,1.0378954798778626,0.2951361554155059,C,,1
"Casavant, Benjamin",67.0,0.34375,17.88171984476841,False,0.8577957929301938,0.2948673038197541,LW,,1
"Abramov, Vitalii",33.0,0.4541623667010664,19.303505921326188,False,0.6294569490350145,0.28565530528267274,RW,0.03787336641960596,3
"Trukhno, Viatcheslav",59.0,0.44508794508794514,19.300454694543234,False,0.6299469760563572,0.2849046064502115,LW,0.10128787042211504,2
"Latendresse, Olivier",70.0,0.5186721991701245,19.814102065391353,False,0.5474552082981488,0.28394979683513943,C,,1
"Frolik, Michael",33.0,0.4718915343915344,19.434358374357082,False,0.6084420450782524,0.2831375874528371,LW,0.01824749353355648,2
"Aubin, Mathieu",70.0,0.4309623430962343,19.170984578212654,False,0.6507398767390482,0.28044438202561495,C,,1
"Radulov, Alexander",62.0,0.4794952681388013,19.60241002675553,False,0.5814529497030625,0.2788039380279669,RW,,1
"Esposito, Angelo",42.5,0.363925291336587,18.3474786260141,False,0.7829949326621354,0.27842020737962,C,0.04755836582653686,4
"Veleno, Joe",35.333333333333336,0.3136780375569071,17.64136374789568,False,0.8963969820879539,0.2762689148004005,C,0.06022501128000884,3
"Bourret, Alex",67.0,0.4237918215613383,19.21309322472355,False,0.6439772281093981,0.2729122825445033,LW,,1
"Kurashev, Philipp",60.5,0.303281137939278,17.793492130947904,False,0.8719651637697665,0.2644573036229886,C,0.032244251358638995,2
"Desharnais, David",60.5,0.4680552633424504,19.745881256778212,False,0.5584114701614191,0.25697595180296817,C,0.002934829061681865,2
"Comtois, Maxime",45.0,0.34421613394216133,18.522186290072906,False,0.7549368818142914,0.25397781937998387,LW,0.09314637280993004,2
"Girard, Samuel",59.0,0.3440366972477064,18.649453951554232,False,0.7344976953803903,0.25269416125472144,D,,1
"Poulin, Samuel",48.0,0.25308641975308643,17.042184787829527,False,0.992625123074578,0.25121993855591174,LW,,1
"Hlinka, Michal",41.0,0.2809917355371901,17.662395545633853,False,0.8930192753712034,0.25093103605471834,LW,,1
"MacDonald, Anderson",53.0,0.2551630924490899,17.15024929100005,False,0.9752699638653917,0.24969063793254814,LW,0.045221352995632465,2
"Safin, Ostap",59.0,0.35443037974683544,18.96723069222305,False,0.6834627508289781,0.24223996231913147,RW,,1
"Dubois, Pierre-Luc",24.0,0.3222124024156724,18.523532625580092,False,0.7547206603318373,0.24186312529802162,LW,0.0727944792756574,2
"Fortier, Gabriel",43.5,0.26403544372294374,17.502759829168095,False,0.9186567714356042,0.23951944388048574,C,0.029968075351756218,2
"Lascek, Stanislav",64.0,0.4545454545454545,19.94598451791537,False,0.5262748864227915,0.2392158574649052,RW,,1
"Ostapchuk, Sergey",61.0,0.3298429319371728,18.707797893200244,False,0.725127658352041,0.23917823285957374,RW,,1
"Kotkov, Vladislav",56.0,0.2857142857142857,18.021029222043524,False,0.8354227069398101,0.2386922019828029,RW,,1
"Joly, D'Artagnan",59.5,0.31320224719101125,18.38055039841438,False,0.7776836060146508,0.23861319250655494,RW,0.03475635129280979,2
"Bartos, Martin",51.0,0.2852542749278259,17.953951828611224,False,0.8461953363250376,0.23806058448772538,LW,0.013647992146770586,2
"Lagacé, Jacob",45.0,0.3126073404999682,18.485263219772435,False,0.7608667269045475,0.23504456538930468,RW,0.0003448550272628401,2
"Perreault, Mathieu",49.666666666666664,0.35237170775901117,18.89495547540574,False,0.6950701506498381,0.23338999629204493,C,0.06551852536259688,3
"Madsen, Morten",59.0,0.4254385964912281,19.80744242457916,False,0.5485247466125869,0.2333635983395655,LW,,1
"Allard, Frédéric",63.0,0.34574468085106386,19.05420488783484,False,0.669494695013725,0.2314742296590007,D,,1
"Budgell, Brett",31.0,0.22105263157894736,16.744734143717675,False,1.0403956965189414,0.22998220659892388,LW,,1
"Chekhovich, Ivan",60.5,0.30426548089591565,18.581947720182598,False,0.745339196138675,0.22796159699711516,LW,0.04827415886550885,2
"Nestrasil, Andrej",66.0,0.27014218009478674,17.968630027552337,False,0.843838017575095,0.22795624171459913,LW,,1
"Kugryshev, Dmitri",57.0,0.32456140350877194,18.853459366130487,False,0.7017344257994438,0.22775591012788965,RW,,1
"Sundh, Oscar",54.0,0.35195530726256985,19.205995784338544,False,0.6451170770352301,0.22705237906826536,LW,,1
"Khovanov, Alexander",29.0,0.2616822429906542,17.843313442287787,False,0.8639638611685814,0.22608400105346052,C,,1
"Caron, Jordan",43.333333333333336,0.2333253104842592,17.056614630787692,False,0.9903076902954968,0.22493092000721526,C,0.023773018173678703,3
"Byron, Paul",50.333333333333336,0.3286049222095734,18.63479242738461,False,0.7368523361620319,0.22486249695766836,C,0.07670468002861318,3
"Doyle, Chris",39.0,0.2646508185301289,17.756352506246305,False,0.8779297874968433,0.22409654796331893,C,0.03380554514724989,3
"Tessier, Kelsey",48.333333333333336,0.2617352861535822,17.860528096437474,False,0.8611991877121419,0.22334112616274313,C,0.07794258410395112,3
"Marchand, Brad",36.0,0.3263054023923589,18.833862839466132,False,0.7048816279817395,0.22177532623456547,C,0.07189267029841151,4
"Stefanovich, Mikhail",38.5,0.2944838942060307,18.52898718381308,False,0.7538446582796197,0.2200308697005024,RW,0.0033107638244513978,2
"Morand, Antoine",65.5,0.27990330916062356,18.32007718858953,False,0.7873956035125214,0.21920455483951387,C,0.01577531557877998,2
"Perron, David",68.0,0.29818181818181816,18.654855227472453,False,0.7336302504679244,0.21875520195770834,C,,1
"Roy, Mathieu",61.5,0.3673879243327287,19.54214840237168,False,0.591130966579108,0.21827941550920466,LW,0.05087590354963382,2
"Cyr, Mika",38.5,0.2571319409067753,17.97358244002796,False,0.8430426601315097,0.21749928842864769,C,0.03624801134191712,2
