Player Name,Position,Team,Season,Games Played,Goals Per Team Goals %,Assists Per Team Assists %,Points Per Team Points %,Total Points,Total Team Points,Player Age
"Caron, Phil",D,Greyhounds, 2017-18 Regular Season,24,0,0.019607843,0.019607843,2,102,17.61788099
"McKinnon, Ian",C,Steelheads, 2017-18 Regular Season,41,0,0.034013605,0.034013605,5,147,20.00972153
"Byrne, Mitchell",D,Otters, 2017-18 Regular Season,21,0,0.030769231,0.030769231,2,65,19.85266342
"Peric, Lucas",D,67's, 2017-18 Regular Season,56,0.010869565,0.005434783,0.016304348,3,184,17.18929948
"Walker, Isaac",D,Steelheads, 2017-18 Regular Season,58,0,0.018518519,0.018518519,4,216,18.01198179
"Henault, Louka",D,Spitfires, 2017-18 Regular Season,41,0,0.015748031,0.015748031,2,127,17.10788139
"Pilon, Zack",D,Firebirds, 2017-18 Regular Season,43,0,0.015873016,0.015873016,2,126,17.29706714
"Trott, Zack",LW,Greyhounds, 2017-18 Regular Season,37,0.011627907,0.005813953,0.01744186,3,172,17.84766095
"Murray, Liam",D,Frontenacs, 2017-18 Regular Season,63,0.004587156,0.032110092,0.036697248,8,218,20.69749232
"McConville, Blake",RW,Wolves, 2017-18 Regular Season,45,0.008333333,0.008333333,0.016666667,2,120,17.93687868
"Gibson, Stephen",D,Steelheads, 2017-18 Regular Season,68,0.004016064,0.036144578,0.040160643,10,249,21.05033795
"Bappert, Tom",D,Spirit, 2017-18 Regular Season,16,0,0.020408163,0.020408163,1,49,19.10575687
"Ladd, Grayson",D,Rangers, 2017-18 Regular Season,22,0,0.012987013,0.012987013,1,77,16.85805247
"Alexandrov, Nikita",D,Firebirds, 2017-18 Regular Season,58,0.0125,0.00625,0.01875,3,160,18.82737107
"Hardy, Mason",D,Steelheads, 2017-18 Regular Season,32,0,0.015037594,0.015037594,2,133,17.9424166
"Rhodes, Sam",C,Colts, 2017-18 Regular Season,45,0.014778325,0,0.014778325,3,203,18.07597868
"Brand, Evan",D,Frontenacs, 2017-18 Regular Season,27,0,0.011627907,0.011627907,1,86,16.82547148
"Gardiner, Nolan",C,67's, 2017-18 Regular Season,18,0.01754386,0,0.01754386,1,57,19.20068324
"Allen, Sean",D,Generals, 2017-18 Regular Season,51,0,0.021052632,0.021052632,4,190,19.90791995
"Blaisdell, Doug",D,Rangers, 2017-18 Regular Season,11,0.027027027,0,0.027027027,1,37,20.65884257
"Resnick, Cole",LW,Generals, 2017-18 Regular Season,22,0,0.014925373,0.014925373,1,67,18.82338629
"Evans, Kurtis",C,Battalion, 2017-18 Regular Season,33,0.009708738,0,0.009708738,1,103,16.84349564
"Gordon, Emmett",D,Frontenacs, 2017-18 Regular Season,44,0,0.012048193,0.012048193,2,166,18.12963218
"Denault, Chad",RW,Petes, 2017-18 Regular Season,55,0,0.011299435,0.011299435,2,177,17.92200681
"Carbonara, Adrian",RW,IceDogs, 2017-18 Regular Season,32,0.00862069,0.017241379,0.025862069,3,116,21.01788767
"Martin, Calvin",LW,Greyhounds, 2017-18 Regular Season,19,0.011111111,0,0.011111111,1,90,18.24489436
"Rose, Simon",D,Battalion, 2017-18 Regular Season,38,0,0.00862069,0.00862069,1,116,16.9775795
"Webb, Reilly",D,Bulldogs, 2017-18 Regular Season,36,0.007692308,0,0.007692308,1,130,18.67705919
"Mizzi, Joseph",LW,Spitfires, 2017-18 Regular Season,4,0,0,0,0,13,19.47020548
"Peyton, Liam",LW,Rangers, 2017-18 Regular Season,3,0,0,0,0,9,17.50890411
"Kirwan, Luke",LW,Firebirds, 2017-18 Regular Season,2,0,0,0,0,8,20.01232877
"McKinnon, Ian",C,Knights, 2017-18 Regular Season,4,0,0,0,0,10,19.57842466
"McFarland, Aidan",LW,Steelheads, 2017-18 Regular Season,4,0,0,0,0,16,18.63321918
"Ball, Jacob",LW,Battalion, 2017-18 Regular Season,4,0,0,0,0,13,18.72020548
"Ali, Conor",D,Wolves, 2017-18 Regular Season,5,0,0,0,0,17,18.58082192
"Makkonen, Nolan",D,Wolves, 2017-18 Regular Season,5,0,0,0,0,17,18.66712329
"Sparkes, Sullivan",C,Generals, 2017-18 Regular Season,4,0,0,0,0,21,18.4140411
"Templeton, Stephen",D,Bulldogs, 2017-18 Regular Season,12,0,0,0,0,36,20.8278735
"Calisti, Robert",D,Greyhounds, 2017-18 Regular Season,6,0,0,0,0,19,16.70710616
"Phillips, Chet",D,Spirit, 2017-18 Regular Season,12,0,0,0,0,36,17.4416738
"Peterson, Alex",D,Rangers, 2017-18 Regular Season,7,0,0,0,0,25,18.68497432
"Valentini, Ryan",C,Wolves, 2017-18 Regular Season,1,0,0,0,0,5,20.21369863
"Robert, Alex",RW,Battalion, 2017-18 Regular Season,30,0,0,0,0,98,18.51508371
"Hadfield, Victor",D,Colts, 2017-18 Regular Season,27,0,0,0,0,124,17.49068577
"Titus, Matthew",RW,Steelheads, 2017-18 Regular Season,11,0,0,0,0,43,18.6332165
"Gordon, Matt",C,Rangers, 2017-18 Regular Season,5,0,0,0,0,15,16.8890411
"Smith, Ryan",C,IceDogs, 2017-18 Regular Season,1,0,0,0,0,5,18.3369863
"Aguanno, Anthony",D,Storm, 2017-18 Regular Season,7,0,0,0,0,20,16.88202055
"Van Den Hurk, Colin",D,Frontenacs, 2017-18 Regular Season,1,0,0,0,0,2,18.36164384
"Gravelle, Jake",D,Steelheads, 2017-18 Regular Season,8,0,0,0,0,29,17.68118579
"Gravelle, Jake",D,Bulldogs, 2017-18 Regular Season,1,0,0,0,0,5,17.88767123
"King, Nick",D,Attack, 2017-18 Regular Season,4,0,0,0,0,22,18.7630137
"Kadlec, Adam",C,Generals, 2017-18 Regular Season,2,0,0,0,0,8,18.12465753
"Hewitson, Mitchell",LW,Generals, 2017-18 Regular Season,26,0,0,0,0,71,17.77367155
"Vescio, Payton",D,Battalion, 2017-18 Regular Season,1,0,0,0,0,8,16.60273973
"Somerville, Andrew",D,Storm, 2017-18 Regular Season,5,0,0,0,0,20,18.43715753
"Busby, Dennis",D,Firebirds, 2017-18 Regular Season,2,0,0,0,0,2,17.82054795
"Snow, Zachary",D,Wolves, 2017-18 Regular Season,9,0,0,0,0,27,18.82561002
"Rupoli, Joseph",D,Generals, 2017-18 Regular Season,8,0,0,0,0,26,17.71804366
"D'Agostino, Dylan",LW,Bulldogs, 2017-18 Regular Season,2,0,0,0,0,9,17.49178082
"Mailhot, Travis",D,Battalion, 2017-18 Regular Season,30,0,0,0,0,92,18.16571952
"Supryka, Cameron",D,Petes, 2017-18 Regular Season,8,0,0,0,0,25,16.38805651
"Thompson, Will",D,Olympiques, 2017-18 Regular Season,1,0,0,0,0,4,20.4739726
"Charlebois, Mathieu",D,Olympiques, 2017-18 Regular Season,1,0,0,0,0,4,18.85205479
"Breton, Alex",D,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,20.50136986
"Lacombe, Pier-Olivier",D,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,18.44931507
"Shestopalov, Mikhail",LW,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,17.94246575
"Kielb, Darien",D,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,18.8
"Finoro, Giordano",C,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,19.63561644
"Landreville, Alexandre",C,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,20.69863014
"Gagnon, Anthony",RW,Olympiques, 2017-18 Regular Season,1,0,0,0,0,4,18.83013699
"Malo, Alec",LW,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,18.43287671
"Bilodeau, Gabriel",D,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,19.58630137
"Roelens, Metis",C,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,17.45479452
"Hatto, Samuel",RW,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,18.2
"Durocher, Jeffrey",LW,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,18.97534247
"Beauchamp, Anthony",RW,Olympiques, 2017-18 Regular Season,2,0,0,0,0,4,19.2
"Reesor, Ashton",D,Sting, 2017-18 Regular Season,1,0,0,0,0,7,16.99178082
"Nardi, Daniel",D,IceDogs, 2017-18 Regular Season,3,0,0,0,0,11,16.88493151
"Millman, Mason",D,Spirit, 2017-18 Regular Season,6,0,0,0,0,15,16.51806507
"Partridge, Jake",LW,Petes, 2017-18 Regular Season,4,0,0,0,0,15,16.89828767
"Fuoco, Gianluca",LW,Otters, 2017-18 Regular Season,1,0,0,0,0,2,19.18356164
