Player Name,Position,Team,Season,Games Played,Goals Per Team Goals %,Assists Per Team Assists %,Points Per Team Points %,Total Points,Total Team Points,Player Age,Draft Eligibility
"Fine, Michael",C,Sault Ste. Marie, 2007-08 Regular Season,66,0.03333333333333333,0.0375,0.07083333333333333,17.0,240.0,16.85405693858222,False
"MacKinnon, Chris",LW,Sault Ste. Marie, 2007-08 Regular Season,29,0.10185185185185185,0.16666666666666666,0.26851851851851855,29.0,108.0,18.41032452375105,False
"MacKinnon, Chris",LW,Owen Sound, 2007-08 Regular Season,35,0.14583333333333334,0.22916666666666666,0.375,36.0,96.0,18.672951608328052,False
"MacLean, Brandon",LW,Sault Ste. Marie, 2007-08 Regular Season,68,0.08571428571428572,0.12653061224489795,0.21224489795918366,52.0,245.0,20.536248719404142,False
"Campbell, Andrew",D,Sault Ste. Marie, 2007-08 Regular Season,68,0.053061224489795916,0.08979591836734693,0.14285714285714285,35.0,245.0,20.117070637212358,False
"Fischhaber, Simon",C,Sault Ste. Marie, 2007-08 Regular Season,51,0.0,0.01694915254237288,0.01694915254237288,3.0,177.0,18.04594722770077,False
"Carrick, Jake",RW,Sault Ste. Marie, 2007-08 Regular Season,51,0.011560693641618497,0.028901734104046242,0.04046242774566474,7.0,173.0,17.513555593481254,False
"Biggers, Brandon",LW,Sault Ste. Marie, 2007-08 Regular Season,68,0.053061224489795916,0.0653061224489796,0.11836734693877551,29.0,245.0,19.571865157760307,False
"King, Dylan",LD,Sault Ste. Marie, 2007-08 Regular Season,37,0.0,0.036231884057971016,0.036231884057971016,5.0,138.0,17.68752132335846,False
"Halstead, Brett",D,Sault Ste. Marie, 2007-08 Regular Season,2,0.0,0.0,0.0,0.0,11.0,19.495890410958904,False
"Halstead, Brett",D,Barrie, 2007-08 Regular Season,55,0.006756756756756757,0.08108108108108109,0.08783783783783784,13.0,148.0,19.946990371252063,False
"Haines, Jamie",C,Sault Ste. Marie, 2007-08 Regular Season,31,0.0,0.0297029702970297,0.0297029702970297,3.0,101.0,16.751686988821994,False
"Lalonde, Jacob",LW,Sault Ste. Marie, 2007-08 Regular Season,68,0.02857142857142857,0.05714285714285714,0.08571428571428572,21.0,245.0,20.191043239952087,False
"van de Bospoort, Kyle",D,Barrie, 2007-08 Regular Season,40,0.009433962264150943,0.05660377358490566,0.0660377358490566,7.0,106.0,19.71929073754647,False
"Gottschalk, Ryan",D,Barrie, 2007-08 Regular Season,49,0.023809523809523808,0.10317460317460317,0.12698412698412698,16.0,126.0,18.25079872487066,False
"Frank, Shawn",C,Barrie, 2007-08 Regular Season,61,0.05263157894736842,0.11842105263157894,0.17105263157894737,26.0,152.0,19.192345201235632,False
"Hutchings, Alex",C,Barrie, 2007-08 Regular Season,68,0.16292134831460675,0.1404494382022472,0.30337078651685395,54.0,178.0,17.35781814694847,False
"Clifford, Kyle",LW,Barrie, 2007-08 Regular Season,66,0.005747126436781609,0.08045977011494253,0.08620689655172414,15.0,174.0,17.1741123174165,False
"Stanisz, Matt",D,Barrie, 2007-08 Regular Season,65,0.0,0.02976190476190476,0.02976190476190476,5.0,168.0,17.828992381244227,False
"Lebar, Mitch",RW,Barrie, 2007-08 Regular Season,53,0.043795620437956206,0.043795620437956206,0.08759124087591241,12.0,137.0,17.12969498573394,False
"Della Rovere, Stefan",LW,Barrie, 2007-08 Regular Season,68,0.07303370786516854,0.10674157303370786,0.1797752808988764,32.0,178.0,18.05644828393477,False
"Michalsky, Daniel",LW,Barrie, 2007-08 Regular Season,49,0.12318840579710146,0.17391304347826086,0.2971014492753623,41.0,138.0,20.176986823275165,False
"Pepe, Marcus",C,Barrie, 2007-08 Regular Season,54,0.007142857142857143,0.02142857142857143,0.02857142857142857,4.0,140.0,17.746583789710897,False
"Pleckaitis, Joe",LW,Barrie, 2007-08 Regular Season,4,0.07692307692307693,0.0,0.07692307692307693,1.0,13.0,18.30239726027397,False
"Pleckaitis, Joe",LW,Saginaw, 2007-08 Regular Season,64,0.02857142857142857,0.07142857142857142,0.1,21.0,210.0,18.765467043939857,False
"Lovatsis, George",C,Barrie, 2007-08 Regular Season,67,0.05113636363636364,0.03409090909090909,0.08522727272727272,15.0,176.0,18.29371848567776,False
"Kruzik, Jaroslav",D,Barrie, 2007-08 Regular Season,50,0.015748031496062992,0.10236220472440945,0.11811023622047244,15.0,127.0,17.96876041012007,False
"Lashoff, Brian",D,Barrie, 2007-08 Regular Season,50,0.038461538461538464,0.11538461538461539,0.15384615384615385,20.0,130.0,17.66409147212505,False
"Aitcheson, Tyson",D,Barrie, 2007-08 Regular Season,60,0.019230769230769232,0.07692307692307693,0.09615384615384616,15.0,156.0,21.04822739322028,False
"Sparre, Kris",LW,Barrie, 2007-08 Regular Season,3,0.0,0.2,0.2,2.0,10.0,20.717123287671235,False
"Sparre, Kris",LW,Mississauga, 2007-08 Regular Season,56,0.13414634146341464,0.07926829268292683,0.21341463414634146,35.0,164.0,21.122515854458527,False
"McGillis, Cory",LW,Barrie, 2007-08 Regular Season,48,0.13533834586466165,0.15789473684210525,0.2932330827067669,39.0,133.0,19.68412466835749,False
"Nikiforov, Vladimir",RW,Barrie, 2007-08 Regular Season,36,0.19811320754716982,0.3018867924528302,0.5,53.0,106.0,20.219891886580463,False
"Nikiforov, Vladimir",RW,Sarnia, 2007-08 Regular Season,15,0.06779661016949153,0.1694915254237288,0.23728813559322035,14.0,59.0,20.44080509551584,False
"Carnevale, Jon",RW,Ottawa, 2007-08 Regular Season,55,0.05732484076433121,0.03821656050955414,0.09554140127388536,15.0,157.0,16.74198116226768,False
"MacDougall, Matt",D,Ottawa, 2007-08 Regular Season,11,0.0,0.02702702702702703,0.02702702702702703,1.0,37.0,17.33443653681507,False
"Nesbitt, Thomas",RW,Ottawa, 2007-08 Regular Season,66,0.046875,0.09375,0.140625,27.0,192.0,17.744838190855997,False
"Cowie, Scott",LW,Ottawa, 2007-08 Regular Season,62,0.017857142857142856,0.041666666666666664,0.05952380952380952,10.0,168.0,19.870865588116253,False
"Kiriakou, Thomas",C,Ottawa, 2007-08 Regular Season,66,0.078125,0.13541666666666666,0.21354166666666666,41.0,192.0,20.147160982602074,False
"Ryan, Sean",D,Ottawa, 2007-08 Regular Season,62,0.005405405405405406,0.021621621621621623,0.02702702702702703,5.0,185.0,20.057166957979284,False
"Paryzek, Martin",LD,Ottawa, 2007-08 Regular Season,58,0.023255813953488372,0.1511627906976744,0.1744186046511628,30.0,172.0,18.988673807140025,False
"Demers, Julien",D,Ottawa, 2007-08 Regular Season,65,0.025906735751295335,0.14507772020725387,0.17098445595854922,33.0,193.0,18.47908476615853,False
"Wynn, Keith",D,Ottawa, 2007-08 Regular Season,20,0.0,0.016666666666666666,0.016666666666666666,1.0,60.0,20.728615324464563,False
"McGinn, Tye",LW,Ottawa, 2007-08 Regular Season,59,0.01764705882352941,0.047058823529411764,0.06470588235294118,11.0,170.0,17.637953034988566,False
"Lindsay, Cody",C,Ottawa, 2007-08 Regular Season,66,0.06666666666666667,0.046153846153846156,0.11282051282051282,22.0,195.0,17.804952078492484,False
"Latta, Michael",C,Ottawa, 2007-08 Regular Season,50,0.09090909090909091,0.09090909090909091,0.18181818181818182,28.0,154.0,16.813841642181515,False
"Cuma, Tyler",D,Ottawa, 2007-08 Regular Season,59,0.023255813953488372,0.16279069767441862,0.18604651162790697,32.0,172.0,18.16120081902882,False
"Methot, Matthieu",LW,Ottawa, 2007-08 Regular Season,66,0.11458333333333333,0.09895833333333333,0.21354166666666666,41.0,192.0,20.443051393560978,False
"Martindale, Ryan",C,Ottawa, 2007-08 Regular Season,64,0.04838709677419355,0.043010752688172046,0.0913978494623656,17.0,186.0,16.3914135332996,False
"Bailey, Jason",RW,Ottawa, 2007-08 Regular Season,34,0.07766990291262135,0.08737864077669903,0.1650485436893204,17.0,103.0,20.753408811213,False
"McGinn, Jamie",LW,Ottawa, 2007-08 Regular Season,51,0.18354430379746836,0.18354430379746836,0.3670886075949367,58.0,158.0,19.59819209446121,False
"Couture, Logan",C,Ottawa, 2007-08 Regular Season,51,0.13815789473684212,0.24342105263157895,0.3815789473684211,58.0,152.0,18.974974382784758,False
"Brand, Riley",D,Peterborough, 2007-08 Regular Season,30,0.012048192771084338,0.0,0.012048192771084338,1.0,83.0,18.66345530211007,False
"Bogosian, Zach",D,Peterborough, 2007-08 Regular Season,60,0.06285714285714286,0.2857142857142857,0.3485714285714286,61.0,175.0,17.6761402376729,False
"Laplante, Jake",D,Peterborough, 2007-08 Regular Season,68,0.005076142131979695,0.04568527918781726,0.050761421319796954,10.0,197.0,18.985767663485063,False
"Tatrn, Zach",C,Peterborough, 2007-08 Regular Season,60,0.01639344262295082,0.03825136612021858,0.0546448087431694,10.0,183.0,17.065433296453143,False
"Kassian, Zack",RW,Peterborough, 2007-08 Regular Season,58,0.05521472392638037,0.0736196319018405,0.12883435582822086,21.0,163.0,17.147411499050627,False
"Daley, Pat",RW,Peterborough, 2007-08 Regular Season,62,0.15730337078651685,0.11235955056179775,0.2696629213483146,48.0,178.0,18.94467176871685,False
"Armstrong, John",C,Peterborough, 2007-08 Regular Season,65,0.1111111111111111,0.19047619047619047,0.30158730158730157,57.0,189.0,20.05937779272304,False
"Bastien, Yves",LW,Peterborough, 2007-08 Regular Season,65,0.0481283422459893,0.0374331550802139,0.0855614973262032,16.0,187.0,18.626863553634156,False
"Ryan, Mike",LW,Peterborough, 2007-08 Regular Season,37,0.01818181818181818,0.01818181818181818,0.03636363636363636,4.0,110.0,17.962818873021675,False
"Walchessen, Jack",RW,Peterborough, 2007-08 Regular Season,63,0.016129032258064516,0.04838709677419355,0.06451612903225806,12.0,186.0,17.93515671883943,False
"Harnden, Zach",RW,Peterborough, 2007-08 Regular Season,65,0.12169312169312169,0.08994708994708994,0.21164021164021163,40.0,189.0,18.484397800471367,False
"Sheppard, Kenzie",LW,Peterborough, 2007-08 Regular Season,58,0.11627906976744186,0.06976744186046512,0.18604651162790697,32.0,172.0,20.926632281306723,False
"West, Joey",C,Peterborough, 2007-08 Regular Season,64,0.021621621621621623,0.08648648648648649,0.10810810810810811,20.0,185.0,17.084397797675347,False
"Davey, Bobby",D,Peterborough, 2007-08 Regular Season,53,0.00641025641025641,0.07051282051282051,0.07692307692307693,12.0,156.0,20.858223003477587,False
"Sheldrake, Tyler",RD,Peterborough, 2007-08 Regular Season,9,0.0,0.0,0.0,0.0,31.0,18.278060787671233,False
"Sheldrake, Tyler",RD,Sudbury, 2007-08 Regular Season,52,0.0078125,0.0625,0.0703125,9.0,128.0,18.68277733592233,False
"Rehus, Branislav",RW,Peterborough, 2007-08 Regular Season,68,0.08629441624365482,0.08629441624365482,0.17258883248730963,34.0,197.0,19.232343005950817,False
"Theberge, Brett",C,Peterborough, 2007-08 Regular Season,55,0.08441558441558442,0.16883116883116883,0.2532467532467532,39.0,154.0,18.371914756793878,False
"Doornbosch, Jamie",D,Peterborough, 2007-08 Regular Season,60,0.0111731843575419,0.055865921787709494,0.0670391061452514,12.0,179.0,18.12549369088231,False
"Crouch, Ryan",D,Sudbury, 2007-08 Regular Season,63,0.024390243902439025,0.06707317073170732,0.09146341463414634,15.0,164.0,20.18414480967446,False
"Miller, Stephen",D,Sudbury, 2007-08 Regular Season,30,0.014285714285714285,0.08571428571428572,0.1,7.0,70.0,20.400993597288043,False
"Miller, Stephen",D,Guelph, 2007-08 Regular Season,35,0.0,0.06422018348623854,0.06422018348623854,7.0,109.0,20.66951713856877,False
"Arps, Tyler",D,Sudbury, 2007-08 Regular Season,41,0.0,0.031578947368421054,0.031578947368421054,3.0,95.0,18.578005165422677,False
"Thompson, Brett",C,Sudbury, 2007-08 Regular Season,50,0.05384615384615385,0.015384615384615385,0.06923076923076923,9.0,130.0,17.126612952360745,False
"Gill, J.K.",LW,Sudbury, 2007-08 Regular Season,66,0.0658682634730539,0.07784431137724551,0.1437125748502994,24.0,167.0,18.101955418114116,False
"Giudice, Gerome",C,Sudbury, 2007-08 Regular Season,64,0.09259259259259259,0.17901234567901234,0.2716049382716049,44.0,162.0,19.01976182121499,False
"Dias, Matt",RW,Sudbury, 2007-08 Regular Season,66,0.11046511627906977,0.13372093023255813,0.2441860465116279,42.0,172.0,19.885517061732138,False
"Tarini, Kyle",RW,Sudbury, 2007-08 Regular Season,43,0.0423728813559322,0.0423728813559322,0.0847457627118644,10.0,118.0,18.10799601737144,False
"Maggio, Marco",RW,Sudbury, 2007-08 Regular Season,63,0.0,0.038461538461538464,0.038461538461538464,6.0,156.0,18.95948709612405,False
"Guimond, Geoff",LW,Sudbury, 2007-08 Regular Season,10,0.0,0.0,0.0,0.0,30.0,18.310215111301368,False
"Hebscher, Jesse",LD,Sudbury, 2007-08 Regular Season,40,0.0,0.030927835051546393,0.030927835051546393,3.0,97.0,18.005003956224385,False
"Staal, Jared",RW,Sudbury, 2007-08 Regular Season,60,0.13725490196078433,0.1830065359477124,0.3202614379084967,49.0,153.0,17.573186478742443,False
"Lusnak, Patrik",LW,Sudbury, 2007-08 Regular Season,58,0.1360544217687075,0.2653061224489796,0.4013605442176871,59.0,147.0,19.362229390143654,False
"Maggio, Daniel",RD,Sudbury, 2007-08 Regular Season,64,0.03048780487804878,0.09146341463414634,0.12195121951219512,20.0,164.0,17.03894171930437,False
"Foligno, Marcus",LW,Sudbury, 2007-08 Regular Season,66,0.03048780487804878,0.036585365853658534,0.06707317073170732,11.0,164.0,16.603325281127812,False
"Dicks, Justin",C,Sudbury, 2007-08 Regular Season,35,0.023255813953488372,0.023255813953488372,0.046511627906976744,4.0,86.0,17.43332776494455,False
"Baker, Kevin",C,Sudbury, 2007-08 Regular Season,40,0.21212121212121213,0.18181818181818182,0.3939393939393939,39.0,99.0,20.787525285365106,False
"Baker, Kevin",C,Oshawa, 2007-08 Regular Season,29,0.05042016806722689,0.10084033613445378,0.15126050420168066,18.0,119.0,20.980504256558337,False
"Peroff, Ken",D,Brampton, 2007-08 Regular Season,67,0.003968253968253968,0.03571428571428571,0.03968253968253968,10.0,252.0,18.487093810026522,False
"Hertl, Jaroslav",D,Brampton, 2007-08 Regular Season,52,0.0,0.025380710659898477,0.025380710659898477,5.0,197.0,18.38092987944942,False
"Albert, Brad",D,Brampton, 2007-08 Regular Season,45,0.005714285714285714,0.03428571428571429,0.04,7.0,175.0,19.035037271371266,False
"Eriksson, Alexander",D,Brampton, 2007-08 Regular Season,25,0.010752688172043012,0.053763440860215055,0.06451612903225806,6.0,93.0,18.71407654383411,False
"Duchene, Matt",C,Brampton, 2007-08 Regular Season,64,0.1271186440677966,0.0847457627118644,0.211864406779661,50.0,236.0,17.16928559080376,False
"O'Donnell, Conor",LW,Brampton, 2007-08 Regular Season,22,0.012987012987012988,0.025974025974025976,0.03896103896103896,3.0,77.0,18.059772637772234,False
"O'Donnell, Conor",LW,Windsor, 2007-08 Regular Season,28,0.018518518518518517,0.10185185185185185,0.12037037037037036,13.0,108.0,18.32748757702847,False
"de Gray, John",D,Brampton, 2007-08 Regular Season,67,0.015810276679841896,0.05138339920948617,0.06719367588932806,17.0,253.0,20.013121172834236,False
"Stajan, Thomas",C,Brampton, 2007-08 Regular Season,60,0.10212765957446808,0.08085106382978724,0.1829787234042553,43.0,235.0,19.193943125094194,False
"Lynes, Luke",LW,Brampton, 2007-08 Regular Season,68,0.08235294117647059,0.16862745098039217,0.25098039215686274,64.0,255.0,20.306271892218298,False
"McNabb, Graham",LW,Brampton, 2007-08 Regular Season,68,0.0784313725490196,0.11372549019607843,0.19215686274509805,49.0,255.0,21.067915727834738,False
"Levac, Justin",RW,Brampton, 2007-08 Regular Season,21,0.02631578947368421,0.10526315789473684,0.13157894736842105,10.0,76.0,18.605693451345786,False
"Levac, Justin",RW,Kingston, 2007-08 Regular Season,20,0.06451612903225806,0.0967741935483871,0.16129032258064516,10.0,62.0,18.773123189847762,False
"Hodgson, Cody",C,Brampton, 2007-08 Regular Season,68,0.1568627450980392,0.17647058823529413,0.3333333333333333,85.0,255.0,18.078874631944327,False
"Lomas, Mike",LW,Brampton, 2007-08 Regular Season,62,0.05531914893617021,0.0851063829787234,0.14042553191489363,33.0,235.0,17.581251941376323,False
"Hughes, John",RW,Brampton, 2007-08 Regular Season,68,0.10980392156862745,0.24705882352941178,0.3568627450980392,91.0,255.0,20.199422577149807,False
"DeCoste, Kyle",RW,Brampton, 2007-08 Regular Season,66,0.04032258064516129,0.04838709677419355,0.08870967741935484,22.0,248.0,17.717230745226345,False
"Sanguinetti, Bobby",D,Brampton, 2007-08 Regular Season,61,0.125,0.17672413793103448,0.3017241379310345,70.0,232.0,20.051477371431556,False
"Christmas, Kevin",RW,Brampton, 2007-08 Regular Season,6,0.0,0.0,0.0,0.0,18.0,18.298801369863014,False
"Christmas, Kevin",RW,Kingston, 2007-08 Regular Season,49,0.011111111111111112,0.022222222222222223,0.03333333333333333,6.0,180.0,18.722961698089257,False
"VanMoerkerke, Luke",LW,Brampton, 2007-08 Regular Season,53,0.009900990099009901,0.009900990099009901,0.019801980198019802,4.0,202.0,18.336408878185544,False
"Gallea, Jordan",D,Ottawa, 2007-08 Regular Season,6,0.0,0.0,0.0,0.0,13.0,18.790839041095893,False
"Syvret, Corey",D,Guelph, 2007-08 Regular Season,49,0.04895104895104895,0.07692307692307693,0.1258741258741259,18.0,143.0,19.074996590623115,False
"Moran, Patrick",D,Guelph, 2007-08 Regular Season,37,0.0,0.04424778761061947,0.04424778761061947,5.0,113.0,17.751932313324833,False
"Greenside, Brandon",D,Guelph, 2007-08 Regular Season,24,0.025974025974025976,0.09090909090909091,0.11688311688311688,9.0,77.0,18.01007356806977,False
"Greenside, Brandon",D,Sudbury, 2007-08 Regular Season,35,0.011111111111111112,0.1111111111111111,0.12222222222222222,11.0,90.0,18.30195541812429,False
"Chiarot, Ben",D,Guelph, 2007-08 Regular Season,30,0.0,0.0,0.0,0.0,101.0,16.773040113184756,False
"Doughty, Drew",D,Guelph, 2007-08 Regular Season,58,0.07262569832402235,0.20670391061452514,0.27932960893854747,50.0,179.0,18.274996588728996,False
"Buck, Brandon",LW,Guelph, 2007-08 Regular Season,58,0.1452513966480447,0.16759776536312848,0.3128491620111732,56.0,179.0,19.587325357746415,False
"Hollenstein, Denis",LW,Guelph, 2007-08 Regular Season,37,0.04504504504504504,0.036036036036036036,0.08108108108108109,9.0,111.0,18.417738869379484,False
"Arniel, Jamie",C,Guelph, 2007-08 Regular Season,20,0.1323529411764706,0.058823529411764705,0.19117647058823528,13.0,68.0,17.988189075417715,False
"Arniel, Jamie",C,Sarnia, 2007-08 Regular Season,40,0.12080536912751678,0.10738255033557047,0.22818791946308725,34.0,149.0,18.335569157543233,False
"Gibbons, Travis",D,Guelph, 2007-08 Regular Season,41,0.0,0.03418803418803419,0.03418803418803419,4.0,117.0,18.04588341374349,False
"Holland, Peter",C,Guelph, 2007-08 Regular Season,62,0.041884816753926704,0.07853403141361257,0.12041884816753927,23.0,191.0,17.17362672756316,False
"Salters, Leigh",LW,Guelph, 2007-08 Regular Season,58,0.05813953488372093,0.06395348837209303,0.12209302325581395,21.0,172.0,18.971902027145834,False
"Priamo, Tim",LW,Guelph, 2007-08 Regular Season,55,0.07006369426751592,0.09554140127388536,0.16560509554140126,26.0,157.0,19.94622946733504,False
"Nigro, Anthony",C,Guelph, 2007-08 Regular Season,66,0.11,0.12,0.23,46.0,200.0,18.18184590569163,False
"Beck, Taylor",LW,Guelph, 2007-08 Regular Season,56,0.04046242774566474,0.08092485549132948,0.12138728323699421,21.0,173.0,16.847253455125085,False
"Rotter, Rafael",C,Guelph, 2007-08 Regular Season,67,0.06372549019607843,0.20588235294117646,0.2696078431372549,55.0,204.0,20.762667823499854,False
"Brochu, Derek",RW,Guelph, 2007-08 Regular Season,56,0.04375,0.0875,0.13125,21.0,160.0,20.869517138568348,False
"Melancon, Tyler",RW,Guelph, 2007-08 Regular Season,57,0.06626506024096386,0.07228915662650602,0.13855421686746988,23.0,166.0,19.085561882782464,False
"Pither, Luke",C,Guelph, 2007-08 Regular Season,51,0.08496732026143791,0.1895424836601307,0.27450980392156865,42.0,153.0,18.894150483845145,False
"Alphonso, Arron",RW,Sault Ste. Marie, 2007-08 Regular Season,57,0.10526315789473684,0.06698564593301436,0.1722488038277512,36.0,209.0,19.328192248113364,False
"Stevens, Peter",D,Kingston, 2007-08 Regular Season,63,0.0,0.0392156862745098,0.0392156862745098,8.0,204.0,19.099345006969543,False
"Shutron, Ben",D,Kingston, 2007-08 Regular Season,13,0.0,0.16,0.16,4.0,25.0,19.363200984589042,False
"Shutron, Ben",D,Kitchener, 2007-08 Regular Season,20,0.02857142857142857,0.0,0.02857142857142857,2.0,70.0,19.76125358163494,False
"Bochek, Kyle",C,Kingston, 2007-08 Regular Season,54,0.05319148936170213,0.05319148936170213,0.10638297872340426,20.0,188.0,20.021274748246064,False
"Dzerins, Andris",C,Kingston, 2007-08 Regular Season,61,0.09433962264150944,0.14150943396226415,0.2358490566037736,50.0,212.0,20.0928241551844,False
"Moon, Nathan",C,Kingston, 2007-08 Regular Season,68,0.15555555555555556,0.18666666666666668,0.3422222222222222,77.0,225.0,18.202413196278783,False
"Sciacca, Jonathan",D,Kingston, 2007-08 Regular Season,30,0.011627906976744186,0.09302325581395349,0.10465116279069768,9.0,86.0,19.732085817276612,False
"Sciacca, Jonathan",D,Oshawa, 2007-08 Regular Season,24,0.0,0.019801980198019802,0.019801980198019802,2.0,101.0,19.922262066031156,False
"Vatri, Josh",RW,Kingston, 2007-08 Regular Season,5,0.0,0.0,0.0,0.0,13.0,20.148972602739725,False
"Paige, Kyle",LW,Kingston, 2007-08 Regular Season,68,0.06666666666666667,0.08444444444444445,0.1511111111111111,34.0,225.0,19.761317305867824,False
"Francella, Stephen",LW,Kingston, 2007-08 Regular Season,65,0.018867924528301886,0.04245283018867924,0.06132075471698113,13.0,212.0,18.15081241954533,False
"Kang, Matt",LW,Kingston, 2007-08 Regular Season,66,0.136986301369863,0.1643835616438356,0.3013698630136986,66.0,219.0,19.355837853186834,False
"Nyholm, Bobby",RW,Kingston, 2007-08 Regular Season,27,0.012345679012345678,0.04938271604938271,0.06172839506172839,5.0,81.0,19.778023885374203,False
"Mignardi, Robby",RW,Kingston, 2007-08 Regular Season,66,0.0867579908675799,0.1689497716894977,0.2557077625570776,56.0,219.0,17.72296113644896,False
"Marsden, James",RW,Kingston, 2007-08 Regular Season,67,0.017857142857142856,0.013392857142857142,0.03125,7.0,224.0,17.854467990799332,False
"Wallingford, Justin",D,Kingston, 2007-08 Regular Season,61,0.052132701421800945,0.1848341232227488,0.23696682464454977,50.0,211.0,20.85446799079932,False
"Brittain, Josh",LW,Kingston, 2007-08 Regular Season,68,0.12444444444444444,0.10222222222222223,0.22666666666666666,51.0,225.0,18.20515292230618,False
"Brown, Jesse",RW,Kingston, 2007-08 Regular Season,67,0.06726457399103139,0.07174887892376682,0.13901345291479822,31.0,223.0,17.747618675730838,False
