"Tessier, Julien",C,Wildcats, 2017-18 | Regular Season,29,0.086021505,0.182795699,0.268817204,25,93,19.65688251,0.57310467,0.154060395
"MacIntosh, Aiden",C,Sea Dogs, 2017-18 | Regular Season,8,0.1,0.05,0.15,3,20,16.89096747,1.017310625,0.152596594
"Marcotty, Félix-Antoine",RW,Saguenéens, 2017-18 | Regular Season,44,0.053030303,0.098484848,0.151515152,20,132,16.9932261,1.000887889,0.15164968
"Fortier, Maxime",RW,Mooseheads, 2017-18 | Regular Season,47,0.130208333,0.171875,0.302083333,58,192,20.11248598,0.499934751,0.151021956
"Guay, Nicolas",C,Voltigeurs, 2017-18 | Regular Season,50,0.108910891,0.094059406,0.202970297,41,202,18.60415841,0.74217216,0.150638904
"Lavigne, Zachary",LW,Saguenéens, 2017-18 | Regular Season,33,0.108910891,0.118811881,0.227722772,23,101,19.1128928,0.660469417,0.150403927
"Phelan, James",C,Tigres, 2017-18 | Regular Season,11,0.117647059,0.264705882,0.382352941,13,34,20.79342359,0.390576172,0.149337948
"Poulin, Nicolas",LW,Phoenix, 2017-18 | Regular Season,17,0.169811321,0.169811321,0.339622642,18,53,20.50547669,0.436820443,0.148354113
"Lynch, Robert",RW,Voltigeurs, 2017-18 | Regular Season,49,0.101522843,0.152284264,0.253807107,50,197,19.60963584,0.580692484,0.147383879
"Denis, Gabriel",C,Cataractes, 2017-18 | Regular Season,18,0.042553191,0.106382979,0.14893617,7,47,17.15395888,0.975074203,0.145223818
"Henman, Luke",C,Armada, 2017-18 | Regular Season,18,0.064516129,0.096774194,0.161290323,10,62,17.6859709,0.889633073,0.143489205
"Crossman, Ethan",LW,Titan, 2017-18 | Regular Season,21,0.067567568,0.135135135,0.202702703,15,74,18.82333237,0.706972822,0.143305302
"Glotov, Vasily",C,Cataractes, 2017-18 | Regular Season,18,0.224489796,0.081632653,0.306122449,15,49,20.32936288,0.465104321,0.142378874
"Hinam, Tyler",RW,Huskies, 2017-18 | Regular Season,42,0.055172414,0.144827586,0.2,29,145,18.7941121,0.711665597,0.142333119
"Balmas, Mitchell",LW,Titan, 2017-18 | Regular Season,13,0.102040816,0.163265306,0.265306122,13,49,19.88750535,0.536066641,0.142221762
"MacLeod, Gregor",C,Remparts, 2017-18 | Regular Season,23,0.115384615,0.141025641,0.256410256,20,78,19.77225847,0.55457529,0.142198792
"Cormier, Dominic",LW,Océanic, 2017-18 | Regular Season,32,0.04,0.14,0.18,18,100,18.32844061,0.786452438,0.141561439
"Vesterinen, Saku",D,Islanders, 2017-18 | Regular Season,48,0.04379562,0.160583942,0.204379562,28,137,18.92369095,0.690855234,0.14119669
"Getson, Keith",C,Islanders, 2017-18 | Regular Season,53,0.116883117,0.142857143,0.25974026,40,154,19.84448674,0.542975429,0.141032579
"Cyr, William",D,Huskies, 2017-18 | Regular Season,48,0.054545455,0.145454545,0.2,33,165,18.8520718,0.70235727,0.140471454
"Desruisseaux, Cédric",LW,Voltigeurs, 2017-18 | Regular Season,46,0.079365079,0.084656085,0.164021164,31,189,17.89438261,0.856162153,0.140428713
"Daneau, Zackary",C,Cataractes, 2017-18 | Regular Season,2,0.142857143,0,0.142857143,1,7,17.11917808,0.98066,0.140094286
"Ouellet, Nicolas",LW,Foreurs, 2017-18 | Regular Season,15,0.068965517,0.137931034,0.206896552,6,29,19.0243945,0.674682244,0.13958943
"Kozlov, Ivan",LW,Foreurs, 2017-18 | Regular Season,21,0.171428571,0.028571429,0.2,7,35,18.90359916,0.694081975,0.138816395
"Askew, Cameron",RW,Cataractes, 2017-18 | Regular Season,9,0.125,0.1875,0.3125,5,16,20.47401541,0.441873125,0.138085352
"Durandeau, Arnaud",LW,Mooseheads, 2017-18 | Regular Season,53,0.064220183,0.137614679,0.201834862,44,218,18.97272891,0.682979737,0.137849121
"Voyer, Alex-Olivier",RW,Océanic, 2017-18 | Regular Season,43,0.071428571,0.116883117,0.188311688,29,154,18.67229968,0.731228671,0.137698906
"Mikhnin, Denis",RW,Océanic, 2017-18 | Regular Season,49,0.068965517,0.109195402,0.17816092,31,174,18.42024319,0.771708944,0.137488375
"Boulianne, Mathieu",C,Cataractes, 2017-18 | Regular Season,5,0.066666667,0.066666667,0.133333333,2,15,16.83784247,1.0258425,0.136779
"Hrehorcak, Patrik",RW,Huskies, 2017-18 | Regular Season,47,0.086956522,0.111801242,0.198757764,32,161,18.9864801,0.680771296,0.135308581
"Alain, Alexandre",RW,Armada, 2017-18 | Regular Season,19,0.184615385,0.169230769,0.353846154,23,65,20.84524089,0.382254313,0.135259219
"Mercer, Dawson",RW,Voltigeurs, 2017-18 | Regular Season,45,0.059782609,0.059782609,0.119565217,22,184,16.24251457,1.12145216,0.134086671
"Theede, Dawson",C,Olympiques, 2017-18 | Regular Season,12,0.205882353,0.147058824,0.352941176,12,34,20.87061082,0.378179902,0.13347526
"Diotte, Jérémy",D,Saguenéens, 2017-18 | Regular Season,49,0.007092199,0.170212766,0.177304965,25,141,18.5387175,0.752681969,0.13345425
"Laberge, Pascal",C,Remparts, 2017-18 | Regular Season,25,0.1,0.15,0.25,20,80,19.90975922,0.53249267,0.133123167
"Lafrance, Simon",C,Tigres, 2017-18 | Regular Season,9,0.090909091,0.121212121,0.212121212,7,33,19.3270762,0.626071563,0.132803059
"Poirier, William",RW,Sea Dogs, 2017-18 | Regular Season,23,0.081967213,0.081967213,0.163934426,10,61,18.20520827,0.806243552,0.132171074
"Poulin, Samuel",LW,Phoenix, 2017-18 | Regular Season,15,0.065217391,0.065217391,0.130434783,6,46,16.92195493,1.012334038,0.13204357
"MacLeod, Gregor",C,Islanders, 2017-18 | Regular Season,19,0.09375,0.125,0.21875,14,64,19.50662509,0.59723601,0.130645377
"Hudgin, Nathan",LW,Foreurs, 2017-18 | Regular Season,10,0.090909091,0.181818182,0.272727273,3,11,20.24464362,0.478710234,0.130557337
"Dove-McFalls, Samuel",C,Océanic, 2017-18 | Regular Season,49,0.102150538,0.215053763,0.317204301,59,186,20.6722997,0.410028669,0.130062857
"Garneau, Olivier",LW,Remparts, 2017-18 | Regular Season,50,0.097560976,0.12195122,0.219512195,36,164,19.56181473,0.588372554,0.129154951
"Galipeau, Olivier",D,Titan, 2017-18 | Regular Season,12,0.106382979,0.212765957,0.319148936,15,47,20.71228596,0.403606875,0.128810705
"Barron, Justin",D,Mooseheads, 2017-18 | Regular Season,39,0.011904762,0.101190476,0.113095238,19,168,16.14859074,1.136536327,0.128536847
"Drew, Hunter",D,Islanders, 2017-18 | Regular Season,50,0.041958042,0.160839161,0.202797203,29,143,19.28010307,0.633615447,0.12849544
"Alexandrov, Nikita",C,Islanders, 2017-18 | Regular Season,51,0.040816327,0.095238095,0.136054422,20,147,17.37325386,0.939855429,0.127871487
"Huntley, Christian",D,Remparts, 2017-18 | Regular Season,45,0.04109589,0.143835616,0.184931507,27,146,18.95466576,0.685880679,0.126840948
"Burt, Robbie",LW,Sea Dogs, 2017-18 | Regular Season,19,0.134615385,0.038461538,0.173076923,9,52,18.66533299,0.732347521,0.126752456
"Phelan, James",C,Wildcats, 2017-18 | Regular Season,22,0.207792208,0.155844156,0.363636364,28,77,21.05759997,0.348149445,0.126599798
"Laberge, Pascal",C,Tigres, 2017-18 | Regular Season,8,0.043478261,0.173913043,0.217391304,5,23,19.62677654,0.577939688,0.125639063
"Sibley, Brendan",D,Sea Dogs, 2017-18 | Regular Season,11,0.04,0.08,0.12,3,25,16.71368258,1.045782578,0.125493909
"Bizier, Mathieu",C,Océanic, 2017-18 | Regular Season,49,0.050847458,0.06779661,0.118644068,21,177,16.66512183,1.053581434,0.125001187
"Tardif, Benjamin",LW,Phoenix, 2017-18 | Regular Season,19,0.055555556,0.092592593,0.148148148,8,54,17.98595821,0.841455111,0.124660016
"Bernard, Xavier",D,Voltigeurs, 2017-18 | Regular Season,49,0.044776119,0.104477612,0.149253731,30,201,18.05073375,0.83105216,0.124037636
"Green, Luke",D,Phoenix, 2017-18 | Regular Season,3,0.125,0.125,0.25,2,8,20.13972603,0.49556,0.12389
"Bergeron, Justin",D,Huskies, 2017-18 | Regular Season,49,0.040935673,0.093567251,0.134502924,23,171,17.49059069,0.921011135,0.123878691
"Miller, Shaun",RW,Screaming Eagles, 2017-18 | Regular Season,23,0.036585366,0.134146341,0.170731707,14,82,18.71516004,0.724345297,0.123668709
"Marsh, Adam",LW,Islanders, 2017-18 | Regular Season,15,0.075,0.175,0.25,10,40,20.15233974,0.493534238,0.12338356
"Sandilands, Roddie",D,Cataractes, 2017-18 | Regular Season,5,0,0.166666667,0.166666667,2,12,18.61934932,0.7397325,0.12328875
"Galipeau, Olivier",D,Saguenéens, 2017-18 | Regular Season,26,0.076923077,0.205128205,0.282051282,22,78,20.5070688,0.436564751,0.123133648
"Shestopalov, Mikhail",LW,Olympiques, 2017-18 | Regular Season,45,0.043165468,0.100719424,0.143884892,20,139,17.95145576,0.846996205,0.121869958
"Higgins, Tyler",D,Foreurs, 2017-18 | Regular Season,6,0,0.1875,0.1875,3,16,19.23767123,0.64043,0.120080625
"Koltygin, Pavel",LW,Voltigeurs, 2017-18 | Regular Season,47,0.062827225,0.109947644,0.172774869,33,191,18.9338425,0.689224895,0.119080741
"Rubtsov, German",C,Titan, 2017-18 | Regular Season,15,0.1,0.1,0.2,10,50,19.5342755,0.592795354,0.118559071
"Tessier, Julien",C,Foreurs, 2017-18 | Regular Season,10,0.222222222,0,0.222222222,2,9,19.90889876,0.532630859,0.118362413
"McCormick, Adam",D,Screaming Eagles, 2017-18 | Regular Season,53,0.026041667,0.104166667,0.130208333,25,192,17.56898156,0.908421561,0.118284057
"Capannelli, Adam",C,Wildcats, 2017-18 | Regular Season,31,0.019417476,0.145631068,0.165048544,17,103,18.77879436,0.714125625,0.117865394
